AFOCIA,10095,11674
OENS,10323,31824
BRDI,10177,17583
BTLES,10461,19979
ANULS,10400,13405
CPLANA,10195,25196
ALOGRA,10056,12739
CSSTA,10123,25965
BEEGS,10407,16738
CLPTA,10335,32961
BPAGMA,10161,18936
AAAPSA,10121,39486
AGISAA,10054,12063
CSDES,10329,38108
CBLWIA,10384,21465
COOGRA,10364,24770
CSPAS,10276,30245
CPGUS,10326,37705
AFRBIA,10301,11683
BCRNIA,10134,16075
AFRBIA,10301,35724
ATSASA,10097,14917
BPOLIA,10022,19246
BRDUAA,10244,30947
ASMBI,10037,14588
CINISA,10085,23458
AUSIS,10471,15201
DTRS,10398,27376
AABIS,10448,38645
SOTS,10297,38867
AAOLE,10333,10302
OUNS,10308,28839
BDROI,10287,16422
CCSOAA,10294,40949
CBLWIA,10384,21467
CPTUS,10265,32737
CCNASA,10246,34083
ABHEI,10153,10795
AOREI,10023,13751
APYKS,10429,14128
BAORS,10291,31650
ADURS,10286,40600
BHNPNA,10143,17471
BRSSIA,10051,19608
BLUPS,10427,18050
ACOSI,10116,11024
CFLOAA,10254,36980
AOOSM,10032,13646
ANULS,10400,13406
BPAYSA,10190,19288
CYRIS,10416,27135
BCYPS,10494,16228
MOIS,10336,37993
AAANI,10021,41852
BCESI,10376,15852
BMDWIA,10426,18262
ABYRAA,10318,10579
AENBI,10277,41864
BCVEAA,10368,16101
THAR,10245,29620
BPTII,10365,19173
BBII,10243,37856
BBSWI,10282,15735
BMDWIA,10426,18261
BAORS,10291,31662
BFNTAA,10320,34905
CBCAA,10209,21708
BISN,10096,17741
CATESA,10481,21388
MOIS,10336,37986
BIIZIA,10312,38974
BFCISA,10487,16929
BRDUAA,10244,19583
CNOLEA,10088,24732
BBEIA,10061,15714
CQSIRA,10053,39720
BDROI,10287,39126
AUSIS,10471,15209
BAISA,10140,15525
BTRCA,10221,20151
SOTS,10297,29392
SDIS,10413,29513
BVEGS,10180,20391
CGAIE,10288,35057
AGTISA,10328,11987
APLVS,10033,13917
CHNAS,10261,23257
BOENXA,10302,34521
AMOSSA,10311,13121
CABRE,10412,20794
CCSOAA,10294,34715
CFSOS,10283,22915
CRBIAA,10227,25659
CDIAIA,10315,32693
CQSIRA,10053,25367
CNCYE,10252,37102
CAOESA,10309,21118
CBSSIA,10325,31235
CCENS,10463,21905
CTIPSA,10371,26355
PERS,10381,29077
CEGIS,10485,22838
CPMOAA,10278,40155
BKFFIA,10078,17845
AAFAIA,10263,31187
ASILAA,10113,14809
CJNES,10136,23770
CSUNI,10267,33396
AABIS,10448,10355
AGPESA,10380,11806
AAANI,10021,39243
AAAPSA,10121,10498
BHLIA,10457,17404
ALORS,10236,12600
GEAA,10226,27570
ASENXA,10411,14649
CCZES,10285,33205
ATES,10077,15399
CABRE,10412,20765
CVERSA,10256,34139
CQICSA,10166,25349
CTIRAA,10289,26457
BXOPS,10269,35457
NEGS,10175,28705
AAANI,10021,10134
BVGESA,10447,20404
CTNNIA,10279,26515
ACISS,10373,10972
AEBII,10250,30406
BADAI,10057,15465
CGAIE,10288,35063
ACISS,10373,10961
ARTJS,10239,14504
ACURSA,10307,33637
AAOLE,10333,35563
AANES,10396,10018
CNCYE,10252,37190
CPMOAA,10278,30704
CFSOS,10283,41613
BLUCAA,10356,17884
BPAYIA,10271,19090
AAANI,10021,39249
WMMI,10038,29944
CPTUS,10265,32796
ALIDS,10211,12559
BPLAS,10268,41674
TNCS,10125,29775
AACIMA,10299,33174
CTNNIA,10279,40352
ACURSA,10307,33616
AOOSM,10032,13654
CJNES,10136,23786
KANS,10270,28005
CCLEA,10324,22018
AMLISA,10296,30144
CQSIRA,10053,39797
ATNTI,10251,31528
AABIS,10448,10333
CMLLIA,10163,24445
AMCKM,10355,13009
BDESS,10314,16456
BSTISA,10306,19884
OANI,10418,28867
CTIRAA,10289,30621
HTWI,10191,27747
BIIZIA,10312,38935
AQINS,10316,36019
CNLKSA,10120,24704
ATQUAA,10081,15141
AMLISA,10296,30108
CDIAIA,10315,32600
SDIS,10413,29492
CNCYE,10252,37128
RGIA,10317,29130
CDIR,10218,24839
BRIGSA,10240,41495
CLPTA,10335,32929
CGIEE,10005,22974
SOTS,10297,38879
CLNUS,10264,38562
CVELX,10185,26701
BVANM,10015,20502
KANS,10270,41441
AGTISA,10328,11961
AGULI,10008,11923
MTES,10072,28473
ACORIA,10458,11073
AGULI,10008,11947
BCESI,10376,15872
CDIAIA,10315,32681
ANASA,10165,13328
CSPAS,10276,30284
BBATE,10293,35617
BPAYIA,10271,19104
MOIS,10336,41582
UGWS,10176,41971
BDROSA,10103,16399
THAR,10245,37589
CNOLEA,10088,24733
GABR,10354,27615
CCZES,10285,33255
ASENXA,10411,14665
CCSOAA,10294,34751
APYKS,10429,14156
SOTS,10297,38833
BPENS,10348,19343
ACUMS,10391,10867
APEUS,10069,13940
BCBUIA,10100,16141
AAFISA,10188,10092
CNCYE,10252,37134
BPTUS,10206,19424
BGUFSA,10034,17263
CVIROA,10154,26853
CGIEE,10005,22998
ANNUS,10464,13307
OENS,10323,28888
SINO,10071,29449
CHNAS,10261,36589
AERRO,10182,11525
CIULM,10257,41991
BPAYSA,10190,19296
AOLE,10321,30559
AHCTIA,10397,12218
BCRNI,10337,35157
COOGRA,10364,24760
ZUDI,10208,29985
AAOLE,10333,35501
BFCISA,10487,16945
BGONM,10112,17096
CRHMIA,10027,25517
CAOESA,10309,38246
CDINRA,10475,22619
MOIS,10336,37948
CSDES,10329,38138
AMXIAA,10467,12959
CSENX,10248,25905
CEIUS,10382,22767
BMRRI,10060,18438
VCUA,10281,29897
APULSA,10020,13873
CHNAS,10261,23241
AENBI,10277,39369
BTMISA,10225,20214
CBNIIA,10042,21658
MIRA,10189,28335
ABOCIA,10423,10688
BBATE,10293,35625
AABIS,10448,38657
BNTHI,10431,18581
BHELIA,10292,39034
CSUNI,10267,33353
CZNSIA,10295,30398
OENS,10323,31882
BRTAA,10393,19713
ALYNX,10138,12794
AHYA,10235,13967
AOLE,10321,30503
CAOESA,10309,38212
CAROAA,10339,20866
CSSOS,10178,26137
BTRCAA,10101,20175
CWTRSA,10147,27017
AGPESA,10380,11800
APOEI,10205,14049
CVERSA,10256,34120
CBSSIA,10325,21729
BCIGAA,10198,15790
BISN,10096,17721
AMOSSA,10311,13129
AICA,10360,12668
BORIIA,10079,18835
CAROAA,10339,20875
CMATM,10298,24497
CAANI,10432,20896
AARES,10480,10558
AIULM,10181,12270
CBCAA,10209,21702
CAISAA,10064,21283
OANI,10418,28866
ASHUIA,10247,40787
BPOLIA,10022,19276
BOMES,10001,18875
ACIQS,10444,10935
BSARS,10456,19823
CSPOAA,10275,33889
AFRBIA,10301,35708
BWIAI,10343,20636
CCNASA,10246,40806
CINISA,10085,23459
CSPAS,10276,30211
CPTUS,10265,32764
CHPISA,10255,40170
BXOPS,10269,35404
BRTAA,10393,19698
ALIDS,10211,12528
CCDAS,10086,22180
CSURI,10196,25956
AQINS,10316,36054
BPLAS,10268,38310
ATNTI,10251,31523
CMATM,10298,24482
CCENMA,10346,22317
PERS,10381,29062
CIIGSA,10420,23596
AMOSSA,10311,13152
CLPTA,10335,32906
CTBAA,10300,38441
CSENX,10248,35354
BGOVI,10414,17057
THAR,10245,37541
BMAUA,10258,34364
THAR,10245,29604
BIIZIA,10312,38933
ASHUIA,10247,33972
CPNEI,10319,24962
CGAMY,10204,23007
AJGOI,10115,12397
BPETS,10266,33573
BRIGSA,10240,19726
MOIS,10336,37985
GABR,10354,27600
AMELSA,10017,13267
CMHOIA,10241,24428
CCSOAA,10294,34775
SECI,10313,32895
CCSOAA,10294,34701
CBSSIA,10325,31244
MOIS,10336,37913
AQINS,10316,14371
AACIMA,10299,33175
CAFRIA,10082,20990
ATKEAA,10050,15113
BHSOIA,10194,17485
CHNAS,10261,36574
LLAR,10253,36278
BBSWI,10282,40403
CJNES,10136,23784
BZNKIA,10330,20741
AABIS,10448,41737
CCLEA,10324,36696
OUNS,10308,40428
BMONIA,10403,18336
CSSOS,10178,26151
CTIRAA,10289,30688
BIBEAA,10160,17686
BHELIA,10292,39077
VCUA,10281,36724
ATCASA,10341,15164
BJULS,10152,17823
ASAPI,10422,14754
CRARI,10076,25474
AYABEA,10435,15292
AAOLE,10333,10310
BTRCA,10221,20138
THAR,10245,37501
CAFRIA,10082,20997
CHNAS,10261,36505
ADLTIA,10002,11162
BRDUAA,10244,30940
ADEMNA,10118,11157
AGBAS,10273,37025
APNDA,10055,13813
AAANI,10021,39261
CSUNI,10267,33343
CDINRA,10475,22613
BRIGSA,10240,37437
CAYNSA,10452,21278
VCUA,10281,36726
RORI,10201,29216
ARPIA,10114,14411
CHOVAA,10132,23428
MOIS,10336,28565
CLPTA,10335,40585
ACURSA,10307,33692
ACURSA,10307,33686
AHMOIA,10041,39500
AMOSSA,10311,35936
CCSOAA,10294,21970
BCOGR,10331,30059
ANNUS,10464,13280
CIULM,10257,39973
BVNGS,10068,20520
AQINS,10316,36025
AAAPSA,10121,39421
BGNHI,10159,17223
CSDES,10329,25768
BSTISA,10306,31305
MOIS,10336,37973
BCVEAA,10368,16088
SINO,10071,29469
AGTISA,10328,33792
CPMOAA,10278,30738
BLUDAA,10378,17997
CPMOAA,10278,25137
BPAYSA,10190,19315
SECI,10313,29542
ATKEAA,10050,15103
CKNSIA,10155,23875
ROAI,10405,29192
ABYRAA,10318,32505
AOTRSA,10199,13694
CRARI,10076,25471
BSTISA,10306,19911
CYNGI,10011,27163
CFLOAA,10254,36904
CGAUI,10133,23084
BCYPS,10494,16209
CHNAS,10261,36507
CJNSI,10357,23686
CSURI,10196,25922
BPETS,10266,40709
CHPISA,10255,30808
RNBI,10065,29268
AAANI,10021,41841
CAISAA,10064,21313
AACIMA,10299,40639
CJFFI,10004,23648
SMBI,10102,29328
ALYNX,10138,12762
CZNSIA,10295,30311
BPETS,10266,33569
CDUCI,10067,22726
ABICA,10202,10678
CSRASA,10063,26288
CAANIA,10229,20938
AOVIIA,10434,13574
CMANXA,10046,24328
BJONA,10424,17773
BFNTAA,10320,34973
BCOGR,10331,30008
BBSWI,10282,40407
BJONA,10424,17771
CZNSIA,10295,30307
BPAYIA,10271,34498
CAOESA,10309,38263
BEEGS,10407,16723
BPAUIA,10168,18964
CCSOAA,10294,34717
CVEGSA,10327,33459
AMKHI,10223,12889
AFMEM,10172,11598
CBLWIA,10384,21463
AEBII,10250,40090
MNTS,10478,28512
CJIAEA,10310,41460
CPONSA,10167,25095
MHOI,10058,28435
CTIRAA,10289,30644
CQSIRA,10053,41958
CPIFIA,10322,25001
AQINS,10316,14376
BCBUIA,10100,16132
CSSTA,10123,25975
RORI,10201,29212
CAOESA,10309,38264
BGUFSA,10034,17258
AACIMA,10299,33121
CFLOAA,10254,36952
AMLISA,10296,13091
AFMEM,10172,11571
BTRCAA,10101,20176
CCNASA,10246,34020
CPIFIA,10322,32493
AIHMSA,10207,12316
OUNS,10308,32159
BOLUA,10466,18731
BHELIA,10292,41804
CPMOAA,10278,25123
AACIMA,10299,33147
BOFEA,10117,18708
CCSOAA,10294,40942
AOATAA,10462,13530
AAFISA,10188,10102
AGBAS,10273,11875
CSRASA,10063,26283
CSRASA,10063,26287
CVERSA,10256,26826
AAAPSA,10121,10484
CSPAS,10276,30263
CFCOIA,10419,22877
BXOPS,10269,41084
CMANXA,10046,24336
CSBASA,10119,26212
BCRNI,10337,35166
CHPISA,10255,23370
AFRBIA,10301,11681
CPMOAA,10278,30776
BCOGR,10331,15926
APAMMA,10109,14345
BPAGMA,10161,18933
CZNSIA,10295,40078
CSMUSA,10233,26006
CIULM,10257,39954
AICA,10360,12640
CKANS,10450,23917
AHCTIA,10397,12217
ZUDI,10208,29984
CZNSIA,10295,27310
AFRBIA,10301,11698
RGIA,10317,29120
CVELX,10185,26685
AAMMNA,10280,38744
CVIROA,10154,26872
ROAI,10405,29195
CCENMA,10346,22291
AHMOIA,10041,12185
AASSS,10334,10234
MOIS,10336,37915
BXOPS,10269,41092
APULSA,10020,13863
CZNSIA,10295,30358
CBCAA,10209,21688
AAMMNA,10280,10265
CVEGSA,10327,40688
CNOLEA,10088,24735
MIES,10045,28549
AJGOI,10115,12395
ACPBI,10350,10820
CSMUSA,10233,26013
ABYRAA,10318,10585
CAOLEA,10362,21194
CVRAS,10231,26922
MHTS,10098,28292
DTRS,10398,27392
FICA,10031,27504
CAISAA,10064,21317
JOSI,10347,27924
AEDEIA,10262,40923
CRUSR,10238,25630
BCYSSA,10379,15984
CEIUS,10382,22799
APINS,10352,14269
LLAR,10253,36225
AMXIAA,10467,12949
AMOSSA,10311,35930
CSDES,10329,38128
BPTII,10365,19186
BPLAS,10268,38325
CPENSA,10093,25048
CMHOIA,10241,34891
CSSTA,10123,25963
CGAIE,10288,23217
BGIRSA,10035,17188
KANS,10270,28012
AABIS,10448,41735
BIIZIA,10312,38964
CPTUS,10265,32734
THAR,10245,29639
MOIS,10336,37935
BBATE,10293,35673
AHMOIA,10041,12173
ZUDI,10208,29971
APOES,10203,14284
SECI,10313,32871
CDLIIA,10192,22327
CAANI,10432,20900
CTBAA,10300,38499
BATRXA,10402,15578
KBEA,10105,27998
AHMOIA,10041,39569
CBADA,10497,21420
BZNKIA,10330,20755
SRVL,10049,29422
BIIZIA,10312,38972
BRAPXA,10392,19522
BATRXA,10402,15587
BVNGS,10068,20522
FICA,10031,27510
AVMAI,10439,15252
ATEBA,10249,14971
BPAYIA,10271,34487
CAENAA,10290,34291
APOES,10203,14316
HHRS,10440,27825
CHPISA,10255,40169
BSGGMA,10410,19849
BPAUIA,10168,18982
RGIA,10317,29128
AEBII,10250,30411
MITS,10029,28373
CPTUS,10265,32709
CMNNEA,10047,24360
AANES,10396,10032
BPTUS,10206,19418
LLAR,10253,28140
FNQI,10170,27557
CNIAA,10305,31960
CSTTA,10148,26261
CCNASA,10246,34095
CGSEA,10361,23148
BBII,10243,41570
AAFAIA,10263,31164
ALOGRA,10056,12720
CFCOIA,10419,22860
BXOPS,10269,41090
CBCAA,10209,21696
BDROI,10287,16410
DQUI,10476,27327
CLPTA,10335,32919
SMBI,10102,29331
CGAIE,10288,35010
CTIRAA,10289,30646
BRSSIA,10051,19636
AHMOIA,10041,41903
AAOLE,10333,35569
AMDESA,10492,13054
CLNUS,10264,24071
CRAPT,10183,25433
SFOI,10428,29315
CFSOS,10283,38031
CAENAA,10290,34298
ATKEAA,10050,15089
CQICSA,10166,25322
BCSIA,10406,16273
CJFFI,10004,23658
BCOGR,10331,15959
AMLOSA,10344,12988
CGAIE,10288,23205
CJNES,10136,23795
CDANEA,10438,22685
BONGEA,10099,18776
CCLEA,10324,22030
CNIAA,10305,31927
BNHOI,10451,18554
DTRS,10398,27399
BPAGMA,10161,18952
AGULI,10008,11927
PNGS,10083,28922
AOREI,10023,13739
BGROSA,10474,17018
PLAN,10408,29001
ASTIAA,10417,14526
BPAYIA,10271,34495
CHIS,10128,20829
CTBAA,10300,26393
AEBII,10250,30466
BPAYIA,10271,40886
CSENX,10248,35367
BPLAS,10268,38378
BCYSSA,10379,15979
CPIFIA,10322,25027
NAPU,10386,28636
CSUNI,10267,25844
BBATE,10293,35672
KANS,10270,28036
CQICSA,10166,25346
CBEAI,10010,21625
ACUMS,10391,10856
KANS,10270,37208
BKFFIA,10078,17846
CCWFIA,10018,22095
BPAYIA,10271,34415
CMTEEA,10151,24542
CUTRAA,10272,36194
SOTS,10297,38812
CPONSA,10167,25105
BPANIA,10342,19225
BCBUIA,10100,16124
BMTZIA,10044,18203
APIOS,10388,14095
CBEAI,10010,21601
BPENS,10348,19348
PERS,10381,29047
BMTES,10106,18363
BSARS,10456,19804
OUNS,10308,28813
CCDAS,10086,22160
CBLUIA,10436,21513
CSPAS,10276,25725
BSTISA,10306,40278
CSLIEA,10030,25691
CSETS,10171,26112
CAOESA,10309,38242
APAER,10259,40216
CTIRAA,10289,30617
CBCAA,10209,21715
ASARS,10090,14770
ASAPI,10422,14735
CVELX,10185,26682
VLLR,10359,29870
LLAR,10253,36241
CPENSA,10093,25078
BRSSIA,10051,19639
CVNSI,10304,35229
CJIAEA,10310,37337
CWTRSA,10147,27002
NVES,10129,28720
CDARI,10284,22506
CZNKI,10003,27238
BCRNI,10337,16015
BNHOI,10451,18535
CDARI,10284,22490
CBADA,10497,21408
APEUS,10069,13937
AAFAIA,10263,31113
AEDEIA,10262,11490
AGKEI,10495,11782
CDUCI,10067,22757
CAISAA,10064,21319
CAFRIA,10082,20999
MARI,10389,28276
BDADAA,10375,16491
CZNSIA,10295,30389
ACURSA,10307,11101
ABYRAA,10318,32552
BNITSA,10303,41179
NVES,10129,28728
CHLIA,10104,23288
THAR,10245,29637
PLAN,10408,29031
CUUIA,10012,26587
BVLLA,10066,20459
CSTTA,10148,26252
TMAE,10094,29579
CDRAI,10111,22414
BXOPS,10269,35451
ATES,10077,15387
AGKEI,10495,11769
BTICR,10070,20045
AENBI,10277,39389
CJIAEA,10310,23727
CVEGSA,10327,33440
BHELIA,10292,17548
CCZES,10285,33238
APAER,10259,14236
CNCYE,10252,37182
CSMUSA,10233,26039
BPAYSA,10190,19290
CSDES,10329,25795
AMDESA,10492,13072
UGWS,10176,39843
OENS,10323,31850
BPETS,10266,33565
CCWFIA,10018,22105
CVERSA,10256,34102
CLPTA,10335,23973
BNITSA,10303,35832
CGAMY,10204,23025
BTURA,10141,20263
CPRUA,10193,25204
CGSESA,10186,23185
BXOPS,10269,35409
AOREI,10023,13744
BDROI,10287,39116
AEBII,10250,30458
APAER,10259,31047
AABIS,10448,10351
APTEI,10084,14171
AMLOSA,10344,12992
AAANI,10021,39220
CQSIRA,10053,39750
AFRBIA,10301,11694
CSSOS,10178,26128
CYNGI,10011,27166
BENDIA,10144,16783
BTRCA,10221,20140
BMAUA,10258,40873
BPETS,10266,18896
BCBUIA,10100,16151
BADAI,10057,15470
BVEGS,10180,20378
BXOPS,10269,35440
CLNUS,10264,38575
BDESS,10314,40476
CFSOS,10283,41619
BSTISA,10306,31321
CTBAA,10300,38422
CCZES,10285,40658
TNCS,10125,29788
ABYRAA,10318,32522
ACISS,10373,10993
AMCKM,10355,13024
CAROAA,10339,20843
ADHIE,10498,11353
CIGS,10479,21018
CIULM,10257,39960
AENBI,10277,39356
CMULMA,10043,24137
BTCOR,10062,20094
BHELIA,10292,17547
CPTOS,10349,25319
KANS,10270,37291
BATE,10395,16666
CTNNIA,10279,31775
BFCISA,10487,16955
SECI,10313,32838
BSTISA,10306,31327
ANTII,10363,13364
AKLIEA,10210,12488
VCUA,10281,36725
AABIS,10448,38601
CPIFIA,10322,32472
BBATE,10293,15661
BPETS,10266,40713
BNTASA,10383,18623
CTIRAA,10289,40136
CWEDI,10216,27062
CTBAA,10300,26388
BOMES,10001,18851
ACOSI,10116,11023
CMAGS,10454,24214
CFLOAA,10254,22932
CMHOIA,10241,34885
CBSSIA,10325,31256
CFLOAA,10254,36983
CDSASA,10080,22649
APAER,10259,40212
CLPTA,10335,32916
CLLIM,10372,24019
CSDES,10329,41624
CVERSA,10256,34124
CSTAE,10039,25809
AQINS,10316,36072
BPALSA,10110,19060
BCYPS,10494,16221
AFRBIA,10301,11703
CDSASA,10080,22664
CLLIM,10372,24005
UGWS,10176,39884
ALORS,10236,12637
BPAGMA,10161,18923
CFLOAA,10254,36905
BAORS,10291,31667
CDELS,10437,22361
CSPAS,10276,30293
ARTJS,10239,14509
BMAUA,10258,34372
CQICSA,10166,25353
CTBAA,10300,38411
MITS,10029,28392
CQSIRA,10053,39711
ADURS,10286,33086
CDIAIA,10315,22556
AQINS,10316,36018
CPGUS,10326,37715
CTNNIA,10279,31705
CCENS,10463,21900
BIIZIA,10312,17618
AAANI,10021,41845
CCRIIA,10477,22277
BDROI,10287,39168
AGKEI,10495,11771
CLNUS,10264,38539
BBII,10243,20317
CJIAEA,10310,37307
AOVIIA,10434,13564
CKNSIA,10155,23879
SECI,10313,32859
ACMBA,10332,41536
SINO,10071,29445
CJNSI,10357,23684
BGNHI,10159,17213
AHMOIA,10041,39547
CAYNSA,10452,21256
AGTISA,10328,33787
BJULS,10152,17802
APAER,10259,31021
APAMMA,10109,14353
CBLUIA,10436,21492
APTEI,10084,14169
AQINS,10316,36038
CVLPS,10013,26968
AMLISA,10296,13114
AMLISA,10296,30119
AOATAA,10462,13558
BCVEAA,10368,16099
AAANI,10021,41843
BISN,10096,17720
CNIAA,10305,31901
CMULMA,10043,41920
AQINS,10316,14363
AFRBIA,10301,35738
CLNUS,10264,38521
CLNUS,10264,38531
RGIA,10317,41361
ADEMNA,10118,11120
ABYRAA,10318,32553
