ACORIA,10458,10133,11071
BMIRS,10484,11035,18295
CPENSA,10093,11882,25050
CAORI,10089,11400,21204
CDLIIA,10192,11540,22352
CMANXA,10046,11794,24342
BGOVI,10414,10881,17054
BMXIA,10145,11017,18137
CCWFIA,10018,11513,22095
SFOI,10428,12410,29291
CBLWIA,10384,11433,21465
CSLIEA,10030,11963,25697
SMBI,10102,12416,29336
TECS,10351,12461,29699
AGTUSA,10430,10235,11903
CCDAS,10086,11522,22198
ASRVL,10369,10586,14713
ABICA,10202,10084,10643
ADLTIA,10002,10147,11169
BPTUS,10206,11178,19416
BHSOIA,10194,10937,17509
CCWFIA,10018,11514,22098
MIES,10045,12317,28550
CMAGS,10454,11777,24222
AKLIEA,10210,10310,12489
CSMUSA,10233,12000,26012
BPEGA,10059,11125,19003
BPAGMA,10161,11115,18924
AADVIA,10482,10056,10455
BISN,10096,10965,17735
CGIEE,10005,11621,22972
ASILAA,10113,10603,14811
CDUCI,10067,11592,22731
HTWI,10191,12219,27745
SINO,10071,12433,29444
DQUI,10476,12168,27350
RORI,10201,12403,29215
CXPES,10469,12137,27109
ANNUS,10464,10410,13290
CCWFIA,10018,11512,22110
AOREI,10023,10468,13743
ACPBI,10350,10100,10820
GOUS,10016,12213,27690
ASAPI,10422,10590,14723
CKANS,10450,11738,23909
BADAI,10057,10682,15472
AMXIAA,10467,10367,12924
BCYSSA,10379,10747,15985
CSSOS,10178,12019,26158
ANTII,10363,10424,13361
BVANM,10015,11313,20487
CAFRIA,10082,11374,20978
BBEIA,10061,10714,15716
BJULS,10152,10976,17809
ALIDS,10211,10316,12546
MTES,10072,12306,28440
BQMAS,10222,11180,19476
BEMIS,10179,10859,16868
CTMLS,10433,12052,26411
APTEI,10084,10524,14164
BRTAA,10393,11210,19686
HHRS,10440,12229,27823
AKEBI,10220,10309,12464
AJGOI,10115,10295,12392
ARTJS,10239,10560,14482
AKEBI,10220,10305,12440
ASARS,10090,10597,14799
CJNSI,10357,11713,23716
BCINS,10019,10729,15810
APIOS,10388,10510,14086
BJULS,10152,10977,17826
BOMES,10001,11107,18841
CBNIIA,10042,11457,21658
CPLANA,10195,11899,25173
CVRAS,10231,12116,26925
APOEI,10205,10507,14064
ASILAA,10113,10601,14813
RORI,10201,12401,29231
BVNGS,10068,11319,20520
AGISAA,10054,10256,12045
AICA,10360,10332,12657
BCESI,10376,10732,15840
BQESR,10237,11188,19496
BVLLA,10066,11305,20477
CGSESA,10186,11648,23194
ANNUS,10464,10411,13295
AKEBI,10220,10306,12443
BTMISA,10225,11279,20216
BHSOIA,10194,10939,17518
CSTAE,10039,11977,25822
BGUFSA,10034,10908,17260
CZNKI,10003,12150,27208
AOKIOA,10472,10450,13631
BMTZIA,10044,11027,18239
BZNKIA,10330,11341,20746
CSBASA,10119,12027,26214
CMANXA,10046,11793,24336
APNDA,10055,10479,13823
BEEGS,10407,10842,16740
CRROI,10197,11945,25574
APEUS,10069,10490,13935
AMLEIA,10074,10353,12810
BOMES,10001,11108,18852
ACUMS,10391,10109,10851
BVEGS,10180,11295,20373
PERS,10381,12384,29071
CMTEEA,10151,11817,24541
CBNKI,10366,11478,21811
APEUS,10069,10493,13945
CVELX,10185,12085,26692
AOATAA,10462,10443,13534
ANULS,10400,10426,13438
BDHIEA,10184,10826,16631
MHOI,10058,12303,28429
BCISIA,10091,10737,15890
PNGS,10083,12367,28935
AVMAI,10439,10657,15254
GEAA,10226,12196,27579
CVRAS,10231,12115,26926
CBLWIA,10384,11434,21454
BPTII,10365,11146,19194
BGEESA,10107,10912,17318
CAISAA,10064,11410,21294
BFCISA,10487,10867,16936
CIGS,10479,11377,21032
BCISIA,10091,10738,15898
DESS,10377,12178,27434
CDSASA,10080,11582,22676
ALOGRA,10056,10340,12730
OANI,10418,12359,28840
BOLUA,10466,11092,18757
BFCISA,10487,10868,16920
BONGEA,10099,11098,18788
AICA,10360,10331,12672
BWIAI,10343,11327,20613
CDIR,10218,11851,24803
BPOLIA,10022,11157,19264
ANASA,10165,10417,13349
BONGEA,10099,11096,18774
BRAPXA,10392,11193,19533
BRDI,10177,10949,17577
AOKIOA,10472,10451,13616
AYABEA,10435,10664,15290
BGOVI,10414,10880,17050
DYEI,10087,12184,27441
APYKS,10429,10517,14121
APNDA,10055,10476,13823
ASCHI,10158,10605,14867
BTRCAA,10101,11273,20176
MARI,10389,12280,28251
CSTTA,10148,12031,26271
CCDAS,10086,11520,22171
APNDA,10055,10476,13811
APOES,10203,10538,14299
CBNEI,10446,11444,21538
APIOS,10388,10512,14117
CSBASA,10119,12028,26230
ICAS,10394,12234,27855
ATALAA,10455,10628,15033
AASSS,10334,10026,10210
BATRXA,10402,10698,15599
RNBI,10065,12407,29263
BMXIA,10145,11017,18131
ALIDS,10211,10316,12532
AFMOA,10421,10215,11736
BVEGS,10180,11299,20362
CVLPS,10013,12121,26971
BMTES,10106,11049,18369
BCIGAA,10198,10722,15793
CAROAA,10339,11358,20849
CDLIIA,10192,11544,22321
JOSI,10347,12240,27948
BADAI,10057,10680,15474
BHRMIA,10230,10922,17376
CABRE,10412,11346,20782
BPENS,10348,11166,19321
CRBIAA,10227,11957,25647
BKFFIA,10078,10981,17858
RNBI,10065,12407,29270
BBEIA,10061,10710,15694
TMAE,10094,12448,29595
BHSOIA,10194,10937,17482
BGANAA,10340,10873,16992
AFMEM,10172,10196,11563
BSULR,10228,11222,19774
ALLI,10399,10184,11467
AIHMSA,10207,10288,12305
LOTM,10415,12260,28111
AGEES,10345,10267,12148
CNOLEA,10088,11841,24730
CCENMA,10346,11535,22283
NAPU,10386,12329,28628
ABHEI,10153,10097,10787
BYARS,10213,11339,20696
ALIDS,10211,10319,12522
ACISS,10373,10120,10995
ARTJS,10239,10561,14501
ADLTIA,10002,10148,11181
MHOI,10058,12302,28429
BGOVI,10414,10884,17051
CIGS,10479,11377,21035
CMAGS,10454,11779,24227
CYRIS,10416,12144,27138
BCINS,10019,10728,15805
AOTRSA,10199,10463,13717
BMTES,10106,11048,18370
CBTTS,10385,11448,21571
CMANXA,10046,11793,24341
APTEI,10084,10521,14178
ANULS,10400,10428,13402
BRDI,10177,10945,17581
BRTAA,10393,11213,19719
BGNHI,10159,10902,17210
BMTZIA,10044,11028,18231
CZNKI,10003,12152,27215
ANPPN,10164,10431,13455
CPLANA,10195,11899,25185
BQESR,10237,11188,19506
ADHIE,10498,10165,11357
BDADAA,10375,10814,16495
BPALSA,10110,11132,19066
CVLPS,10013,12123,26961
NISS,10242,12330,28658
BCVEAA,10368,10762,16097
CSRASA,10063,12037,26317
GNWI,10036,12208,27661
BDATE,10024,10792,16348
ASRVL,10369,10586,14705
BEMIS,10179,10859,16857
NISS,10242,12333,28669
BYARS,10213,11336,20705
BVGESA,10447,11302,20417
AAFISA,10188,10012,10080
TERI,10126,12458,29666
CJNSI,10357,11712,23683
CVIROA,10154,12105,26869
CAANIA,10229,11366,20937
BOMES,10001,11106,18859
BHNPNA,10143,10932,17475
AADVIA,10482,10055,10458
BTLES,10461,11249,19974
ASMBI,10037,10571,14585
ATKEAA,10050,10638,15090
VLLR,10359,12480,29844
APEUS,10069,10490,13928
BPALSA,10110,11130,19075
CJNES,10136,11720,23796
CEIUS,10382,11599,22767
AMLEIA,10074,10351,12819
CAICA,10353,11384,21069
BCVEAA,10368,10762,16108
BDIDA,10173,10819,16548
AIATIA,10075,10294,12335
CINISA,10085,11682,23450
ANPPN,10164,10433,13449
KBEA,10105,12247,27960
APULSA,10020,10482,13841
CHNPNA,10374,11666,23353
BGOVI,10414,10882,17043
CPRUA,10193,11900,25235
DTRS,10398,12170,27390
CKANS,10450,11739,23907
BFCISA,10487,10865,16947
BENDIA,10144,10846,16788
BKFFIA,10078,10984,17863
HLVM,10009,12222,27785
CSSTA,10123,11999,25986
CAYNSA,10452,11405,21257
LOTM,10415,12262,28097
CBNEI,10446,11443,21530
AJGOI,10115,10295,12390
BONGEA,10099,11096,18784
BCYSSA,10379,10747,15999
CDUCI,10067,11592,22725
ATLESA,10453,10617,14955
ACORIA,10458,10130,11058
BDROSA,10103,10797,16362
BEEGS,10407,10842,16748
MARI,10389,12282,28254
BADAI,10057,10684,15460
CDRAI,10111,11553,22420
CDSISA,10212,11557,22458
ANNUS,10464,10413,13286
BVANM,10015,11312,20516
AADVIA,10482,10056,10450
BCVEAA,10368,10762,16081
CCRIIA,10477,11532,22240
ALLI,10399,10182,11477
ABHEI,10153,10098,10798
ARTJS,10239,10560,14510
AANES,10396,10000,10021
CYRIS,10416,12144,27135
BCOPS,10048,10773,16167
JOBS,10139,12237,27884
MARI,10389,12281,28242
APTHN,10338,10500,14006
AGISAA,10054,10257,12065
AGTUSA,10430,10239,11890
AIULM,10181,10283,12266
AOATAA,10462,10440,13552
CLROM,10442,11740,23928
CJNES,10136,11720,23765
AGEES,10345,10265,12134
CCENS,10463,11489,21912
CAYNSA,10452,11408,21241
PERS,10381,12380,29050
CDELS,10437,11549,22394
BEMIS,10179,10858,16858
CADIM,10000,11393,21131
BYARS,10213,11339,20687
CQICSA,10166,11919,25357
BOMES,10001,11107,18871
BVLLA,10066,11307,20452
CJNES,10136,11724,23776
ICAS,10394,12232,27846
BEEGS,10407,10843,16728
CZONS,10260,12155,27261
AMCKM,10355,10375,13010
ALIDS,10211,10316,12540
NAPU,10386,12325,28629
JOSI,10347,12244,27931
CIGS,10479,11376,21027
CTMLS,10433,12051,26416
DESS,10377,12179,27421
BGICS,10483,10894,17122
CXPES,10469,12135,27108
CHNPNA,10374,11665,23321
BOLUA,10466,11090,18748
ASMBI,10037,10571,14565
BIBEAA,10160,10961,17719
BONGEA,10099,11095,18786
AGISAA,10054,10255,12068
CMNDO,10445,11771,24176
ATALAA,10455,10626,15007
RNBI,10065,12406,29267
CMNASA,10108,11780,24252
AADVIA,10482,10056,10471
CSTAE,10039,11979,25814
CQICSA,10166,11915,25358
BCIGAA,10198,10722,15762
CRARI,10076,11930,25461
CRUSR,10238,11951,25621
CBNIIA,10042,11458,21649
CHLIA,10104,11662,23311
CAOLEA,10362,11398,21196
CJNES,10136,11722,23797
LITA,10149,12271,28192
BPAYSA,10190,11162,19304
AOTRSA,10199,10462,13692
CVLLA,10073,12090,26755
CATESA,10481,11423,21361
MTES,10072,12308,28466
ALHOIA,10025,10339,12703
TNCS,10125,12473,29773
CDRAI,10111,11550,22429
CJNSI,10357,11714,23698
AANES,10396,10000,10030
BSGGMA,10410,11230,19841
BGOVI,10414,10883,17054
DESS,10377,12176,27415
ASCHI,10158,10605,14844
BATE,10395,10834,16656
MIRA,10189,12291,28345
AGULI,10008,10241,11922
KBEA,10105,12246,27985
ADECSA,10174,10160,11306
BGNHI,10159,10904,17216
CCHUIA,10040,11491,21946
BMDWIA,10426,11032,18249
BVNGS,10068,11316,20550
CVRAS,10231,12115,26949
AGEES,10345,10267,12138
CGAMY,10204,11626,23028
AVMAI,10439,10657,15261
BMDWIA,10426,11033,18245
BGIRSA,10035,10898,17190
CINISA,10085,11681,23467
NVES,10129,12341,28727
BVGESA,10447,11304,20438
AKEBI,10220,10308,12459
CJNES,10136,11720,23789
PERS,10381,12383,29045
BVEGS,10180,11299,20383
ANPPN,10164,10432,13463
ROAI,10405,12397,29174
VLLR,10359,12484,29862
CPLMI,10150,11865,24931
CKHOAA,10224,11728,23815
AVMAI,10439,10658,15265
CCRIIA,10477,11530,22257
CYRIS,10416,12143,27154
APOEI,10205,10505,14045
CAANI,10432,11361,20900
CDARI,10284,11562,22494
AOVIIA,10434,10448,13599
BCTRAA,10367,10789,16311
CDIR,10218,11854,24838
BDHIEA,10184,10828,16626
TECS,10351,12461,29719
JOSI,10347,12240,27950
APOES,10203,10536,14298
CQICSA,10166,11916,25337
CNLKSA,10120,11836,24703
BGEESA,10107,10911,17304
CSSTA,10123,11998,25969
CDUCI,10067,11590,22720
ROAI,10405,12398,29185
BNHOI,10451,11066,18556
APOEI,10205,10507,14051
CJNSI,10357,11711,23691
CMXIA,10200,11786,24294
GOUS,10016,12214,27719
CTHLSA,10219,12068,26536
CRUSR,10238,11950,25616
CRROI,10197,11947,25570
CPLANA,10195,11897,25178
CVIROA,10154,12109,26857
CWEDI,10216,12132,27074
CSTTA,10148,12031,26257
AGULI,10008,10244,11927
BONGEA,10099,11095,18764
CAYNSA,10452,11406,21276
CYRIS,10416,12143,27148
BVEGS,10180,11299,20398
ACISS,10373,10123,10982
BCBUIA,10100,10769,16137
APEUS,10069,10493,13938
ASILAA,10113,10604,14821
ABEHI,10493,10075,10612
AKLIEA,10210,10313,12507
BMRRI,10060,11050,18406
ACORIA,10458,10131,11044
BPTII,10365,11147,19183
RORI,10201,12402,29200
BENDIA,10144,10848,16764
CABRE,10412,11346,20790
TECS,10351,12460,29712
BHRMIA,10230,10924,17385
AMRIE,10401,10355,12859
BTELMA,10370,11252,20018
CFCOIA,10419,11605,22860
BHLIA,10457,10926,17411
BHLIA,10457,10925,17400
BPTII,10365,11149,19164
ABEHI,10493,10076,10609
ALHOIA,10025,10336,12681
BMTES,10106,11048,18363
ALYNX,10138,10348,12790
CCWFIA,10018,11513,22105
CTIPSA,10371,12043,26357
BVLLA,10066,11306,20463
CVTZI,10390,12113,26884
ALOGRA,10056,10344,12730
APULSA,10020,10482,13879
AGULI,10008,10243,11923
CDELS,10437,11545,22373
BGICS,10483,10891,17154
ALAGIA,10217,10320,12580
WMMI,10038,12494,29923
BPLLSA,10028,11143,19150
CYNGI,10011,12148,27195
BDROSA,10103,10795,16363
BNHOI,10451,11067,18555
HHRS,10440,12225,27805
BPALSA,10110,11132,19043
VLLR,10359,12480,29862
AOKIOA,10472,10454,13607
BVNGS,10068,11317,20548
CVLPS,10013,12124,26979
CBADA,10497,11427,21411
BGANAA,10340,10872,16967
BPTUS,10206,11175,19408
BIDIAA,10187,10959,17667
ASAPI,10422,10592,14743
BCESI,10376,10733,15869
BCVEAA,10368,10763,16113
BCRNIA,10134,10755,16064
ACORIA,10458,10131,11064
AOKIOA,10472,10450,13603
BVGESA,10447,11304,20414
RORI,10201,12404,29225
CORDIA,10488,11855,24865
BGEESA,10107,10910,17292
CHIS,10128,11350,20832
ABEHI,10493,10077,10610
BMTES,10106,11049,18378
ALHOIA,10025,10335,12684
BCBUIA,10100,10767,16140
CAFRIA,10082,11370,20993
PNGS,10083,12369,28940
MTES,10072,12306,28451
BONGEA,10099,11097,18795
CGSESA,10186,11646,23191
APINS,10352,10534,14277
CVLPS,10013,12123,26987
CHOVAA,10132,11679,23406
CVTZI,10390,12111,26883
CAROAA,10339,11356,20873
BGANAA,10340,10872,16981
CRARS,10156,11940,25537
CPONSA,10167,11887,25086
BCTRAA,10367,10788,16282
GEAA,10226,12195,27584
BRDI,10177,10945,17577
CLROM,10442,11741,23932
OANI,10418,12359,28872
HTWI,10191,12216,27738
BDATE,10024,10794,16338
CDSISA,10212,11558,22461
ACORIA,10458,10130,11055
AGKEI,10495,10222,11770
BNTHI,10431,11071,18575
AGULI,10008,10240,11950
FICA,10031,12186,27512
CGIEE,10005,11623,22970
BCISIA,10091,10735,15897
ANULS,10400,10425,13438
TNCS,10125,12473,29762
AVMAI,10439,10656,15264
ADHIE,10498,10167,11342
BQMAS,10222,11183,19448
ACISS,10373,10122,10998
APYKS,10429,10519,14132
APJES,10127,10473,13773
BGIRSA,10035,10895,17161
ARDLI,10215,10555,14479
ASARS,10090,10597,14789
MARI,10389,12284,28250
CSLIEA,10030,11962,25700
BHSOIA,10194,10939,17494
TNCS,10125,12472,29777
CAICA,10353,11381,21047
MAII,10499,12279,28205
CNOLEA,10088,11840,24720
CRBIAA,10227,11956,25652
FICA,10031,12186,27508
CIIGSA,10420,11698,23591
SINO,10071,12434,29463
ACORIA,10458,10130,11054
NISS,10242,12333,28670
CDSASA,10080,11581,22678
CYNGI,10011,12149,27174
BBEIA,10061,10713,15686
BTAUMA,10214,11244,19921
SINO,10071,12433,29460
CPLANA,10195,11897,25187
CPLMI,10150,11865,24942
CDUCI,10067,11590,22743
CZONS,10260,12156,27267
AIATIA,10075,10294,12338
BQMAS,10222,11182,19479
CTMLS,10433,12054,26423
BMTZIA,10044,11026,18207
BTICR,10070,11255,20048
BJONA,10424,10973,17762
BDADAA,10375,10810,16518
AGISAA,10054,10256,12051
BLUDAA,10378,10999,17962
BRTAA,10393,11214,19712
CVLLA,10073,12091,26756
APLVS,10033,10487,13891
ACPBI,10350,10100,10825
BRTAA,10393,11211,19719
NISS,10242,12330,28648
AASSS,10334,10026,10215
BTRCA,10221,11268,20149
CRBIAA,10227,11956,25656
CDUCI,10067,11594,22759
ASAPI,10422,10591,14743
AJANAA,10465,10304,12411
CJFFI,10004,11705,23661
APYKS,10429,10516,14132
ADEMNA,10118,10144,11126
APNDA,10055,10477,13814
CMTEEA,10151,11817,24533
RNBI,10065,12409,29256
CABRE,10412,11346,20798
APTEI,10084,10524,14166
ATES,10077,10672,15395
BOFEA,10117,11086,18696
PLAN,10408,12375,29004
VLLR,10359,12483,29850
CABRE,10412,11348,20771
CAOLEA,10362,11399,21196
APAMMA,10109,10543,14358
CHOVAA,10132,11676,23410
CSRASA,10063,12038,26300
BQMAS,10222,11180,19443
CDIR,10218,11853,24834
APEUS,10069,10494,13920
BPTII,10365,11149,19176
CSRASA,10063,12039,26285
BQESR,10237,11186,19519
BMTES,10106,11049,18383
BQESR,10237,11187,19489
BGIRSA,10035,10899,17167
BSARS,10456,11226,19823
APAMMA,10109,10544,14340
BLCASA,10007,10993,17940
CORDIA,10488,11859,24869
CPLMI,10150,11869,24959
BPANIA,10342,11152,19232
ATES,10077,10670,15364
CEGIS,10485,11601,22832
SMBI,10102,12419,29359
BJONA,10424,10971,17791
CGAMY,10204,11626,23020
WMMI,10038,12490,29928
CGAMY,10204,11628,23017
BNHOI,10451,11065,18538
ATCASA,10341,10647,15170
ASRVL,10369,10588,14705
CBADA,10497,11425,21434
BNITS,10443,11055,18441
CTHLSA,10219,12068,26557
AMLLI,10157,10396,13175
CBNIIA,10042,11457,21665
CGAUI,10133,11636,23116
CPTOS,10349,11913,25299
DTRS,10398,12171,27366
BKFFIA,10078,10984,17859
CPLMI,10150,11867,24934
CMNASA,10108,11782,24271
BFCISA,10487,10869,16930
CKNSIA,10155,11731,23853
BPLLSA,10028,11141,19154
BNTASA,10383,11078,18600
CGSESA,10186,11648,23171
DQUI,10476,12167,27339
BEUIS,10387,10853,16803
RORI,10201,12403,29237
CJNES,10136,11723,23794
AGPESA,10380,10227,11825
ALORS,10236,10326,12636
CPENSA,10093,11883,25041
CPLMI,10150,11866,24935
CSRASA,10063,12039,26309
AASSS,10334,10026,10209
BGIRSA,10035,10897,17187
BNHOI,10451,11069,18553
AIULM,10181,10280,12241
BPOLIA,10022,11159,19262
ADHIE,10498,10165,11340
BDIDA,10173,10816,16535
BMRRI,10060,11053,18439
CSMUSA,10233,12004,26023
ADECSA,10174,10164,11316
PNGS,10083,12365,28926
AOKIOA,10472,10450,13637
BDROSA,10103,10796,16399
AMLOSA,10344,10373,12970
CMAGS,10454,11775,24219
BMTZIA,10044,11026,18205
APTEI,10084,10520,14164
ATES,10077,10670,15370
BCIGAA,10198,10722,15761
CAFRIA,10082,11373,20974
ABEHI,10493,10078,10620
CKHOAA,10224,11726,23839
BQMAS,10222,11182,19466
ACISS,10373,10121,10971
CVTZI,10390,12113,26890
SINO,10071,12431,29440
TERI,10126,12456,29660
CBLUIA,10436,11435,21486
CDRAI,10111,11551,22438
ZUDI,10208,12497,29970
BGNHI,10159,10900,17227
ANTII,10363,10420,13364
CCENS,10463,11486,21896
ANPPN,10164,10430,13476
BPTII,10365,11147,19171
ARTJS,10239,10564,14504
ANNUS,10464,10412,13303
CBTTS,10385,11448,21567
CCFFRA,10232,11484,21852
BMXIA,10145,11017,18151
ALIDS,10211,10315,12549
BNITS,10443,11058,18446
BAISA,10140,10692,15548
BATRXA,10402,10698,15598
CRUSR,10238,11954,25628
CATESA,10481,11420,21373
BEEGS,10407,10843,16752
BORIIA,10079,11101,18827
CRROI,10197,11947,25565
BNTHI,10431,11071,18560
HLVM,10009,12222,27779
ACORIA,10458,10133,11073
CDANEA,10438,11587,22680
BWIAI,10343,11329,20624
BGANAA,10340,10870,16998
CGIEE,10005,11621,22970
CBLWIA,10384,11430,21458
MIES,10045,12315,28520
AMLOSA,10344,10370,12991
BCINS,10019,10725,15831
BCRNIA,10134,10755,16046
CGIES,10052,11634,23073
AKLIEA,10210,10311,12495
ASAPI,10422,10594,14749
BCESI,10376,10733,15854
CIGS,10479,11377,21030
AOATAA,10462,10441,13523
BGNHI,10159,10903,17227
AJANAA,10465,10301,12422
ABEHI,10493,10076,10631
CPLMI,10150,11866,24937
CDSASA,10080,11580,22659
CRHMIA,10027,11937,25516
BLUDAA,10378,10997,17978
CEGIS,10485,11604,22823
BCTRAA,10367,10787,16304
CABRE,10412,11348,20788
TERI,10126,12459,29675
BOFEA,10117,11085,18718
CKANS,10450,11737,23889
BPAUIA,10168,11121,18972
BFCISA,10487,10865,16930
CIENSA,10135,11689,23516
CTHLSA,10219,12067,26551
BMXIA,10145,11017,18120
CRROI,10197,11948,25597
CFCOIA,10419,11607,22867
BPENS,10348,11165,19326
SFOI,10428,12410,29290
CGIES,10052,11632,23045
CAISAA,10064,11411,21283
CDUCI,10067,11590,22746
CDARI,10284,11564,22498
CAICA,10353,11380,21053
BATE,10395,10834,16676
GEAA,10226,12196,27581
BPTII,10365,11147,19189
ATES,10077,10671,15372
BSAS,10131,11294,20347
CBNIIA,10042,11456,21662
CKNSIA,10155,11733,23841
DESS,10377,12176,27404
BYARS,10213,11337,20701
TACA,10468,12466,29748
BONGEA,10099,11098,18781
ADHIE,10498,10166,11331
CMAGS,10454,11778,24204
BJULS,10152,10976,17822
CPRUA,10193,11900,25202
BNTHI,10431,11072,18581
BTLES,10461,11246,19988
CTHLSA,10219,12069,26547
AKEBI,10220,10309,12441
CJFFI,10004,11706,23668
BSARS,10456,11228,19832
CKNSIA,10155,11730,23847
AOKIOA,10472,10452,13631
BRANS,10169,11205,19669
BTRCAA,10101,11270,20182
CIGS,10479,11379,21016
CPLANA,10195,11897,25190
BSARS,10456,11225,19838
APOEI,10205,10507,14044
ALIDS,10211,10319,12521
BENOXA,10473,10836,16684
BPOLIA,10022,11157,19250
BMDWIA,10426,11031,18270
AIHMSA,10207,10286,12296
CNOLEA,10088,11842,24758
BTURA,10141,11284,20271
WMMI,10038,12493,29934
BHLIA,10457,10929,17420
GEAA,10226,12197,27582
BLUDAA,10378,10998,17984
ANULS,10400,10428,13415
AFOCIA,10095,10209,11675
MNTS,10478,12314,28490
