493,CPIFIA Release 13,10322,CPIFIA,7192,12993,32499
1712,CLNUS Release 12,10264,CLNUS,24668,14199,38501
794,ASHUIA Release 14,10247,ASHUIA,11570,10576,14636
56,CSPAS Release 16,10276,CSPAS,803,12558,30244
102,AOLE Release 2,10321,AOLE,1514,12619,13497
96,AEBII Release 16,10250,AEBII,1436,10172,11366
1616,CFSOS Release 16,10283,CFSOS,23207,14099,38010
1356,VCUA Release 16,10281,VCUA,19670,13850,36718
1906,AHMOIA Release 6,10041,AHMOIA,27406,14409,12191
1618,CFSOS Release 18,10283,CFSOS,23257,11610,22887
1028,BCRNI Release 8,10337,BCRNI,14999,13533,16012
1851,AAANI Release 11,10021,AAANI,26639,14337,10126
887,BPAYIA Release 7,10271,BPAYIA,12843,13383,19106
67,CZNSIA Release 7,10295,CZNSIA,952,12565,30332
573,SECI Release 13,10313,SECI,8414,13069,32854
216,APAER Release 16,10259,APAER,3167,12714,31079
296,ATEBA Release 16,10249,ATEBA,4331,12788,31474
1922,CMULMA Release 2,10043,CMULMA,27628,14424,39646
1391,CFLOAA Release 11,10254,CFLOAA,20154,11615,36991
209,APAER Release 9,10259,APAER,3057,12706,31026
596,CLPTA Release 16,10335,CLPTA,8729,13084,32937
1201,AQINS Release 1,10316,AQINS,17364,10546,36053
427,OUNS Release 7,10308,OUNS,6220,12921,28810
1267,BWTZI Release 7,10274,BWTZI,18357,13769,36380
949,CCSOAA Release 9,10294,CCSOAA,13762,13458,34745
466,BDESS Release 6,10314,BDESS,6794,12967,16473
84,AEBII Release 4,10250,AEBII,1223,12587,30480
69,CZNSIA Release 9,10295,CZNSIA,988,12162,30376
18,BCOGR Release 18,10331,BCOGR,217,12500,30021
415,BBSWI Release 15,10282,BBSWI,6013,12910,32044
856,CAENAA Release 16,10290,CAENAA,12437,13352,34290
346,CTNNIA Release 6,10279,CTNNIA,5097,12852,26488
320,ATNTI Release 20,10251,ATNTI,4703,12810,31509
353,CTNNIA Release 13,10279,CTNNIA,5204,12060,31795
1329,CCLEA Release 9,10324,CCLEA,19280,13822,36656
1381,CFLOAA Release 1,10254,CFLOAA,20047,13894,36945
1431,CNCYE Release 11,10252,CNCYE,20700,13937,24591
472,BDESS Release 12,10314,BDESS,6899,12964,32323
265,BSTISA Release 5,10306,BSTISA,3877,12764,31394
1632,CSDES Release 12,10329,CSDES,23463,14125,38195
90,AEBII Release 10,10250,AEBII,1323,12585,30426
1381,CFLOAA Release 1,10254,CFLOAA,20038,13884,36924
459,CMATM Release 19,10298,CMATM,6701,11814,32259
1529,ACMBA Release 9,10332,ACMBA,22112,14034,37681
1441,KANS Release 1,10270,KANS,20835,13938,37219
133,CTIRAA Release 13,10289,CTIRAA,2006,12629,30675
1011,CGAIE Release 11,10288,CGAIE,14727,13514,23208
46,CSPAS Release 6,10276,CSPAS,620,12545,30222
430,OUNS Release 10,10308,OUNS,6269,12934,32196
1360,VCUA Release 20,10281,VCUA,19736,12486,36773
1274,BWTZI Release 14,10274,BWTZI,18459,13758,20580
419,BBSWI Release 19,10282,BBSWI,6090,10716,15740
530,CDIAIA Release 10,10315,CDIAIA,7743,13027,32693
1232,CUTRAA Release 12,10272,CUTRAA,17832,13734,36185
1187,AMOSSA Release 7,10311,AMOSSA,17154,13679,35922
1731,AABIS Release 11,10448,AABIS,24898,10043,38606
491,CPIFIA Release 11,10322,CPIFIA,7172,12985,32453
603,ADURS Release 3,10286,ADURS,8842,13106,33083
1791,BIIZIA Release 11,10312,BIIZIA,25787,14293,17620
1557,CPGUS Release 17,10326,CPGUS,22505,14045,37715
810,CCNASA Release 10,10246,CCNASA,11795,13302,22045
470,BDESS Release 10,10314,BDESS,6863,12968,32365
1525,ACMBA Release 5,10332,ACMBA,22047,14025,37640
1485,BRIGSA Release 5,10240,BRIGSA,21422,13980,37429
1371,RGIA Release 11,10317,RGIA,19886,13859,36810
514,ABYRAA Release 14,10318,ABYRAA,7509,13006,32583
562,SECI Release 2,10313,SECI,8248,12440,32830
390,CNIAA Release 10,10305,CNIAA,5708,12884,24660
1729,AABIS Release 9,10448,AABIS,24855,14220,38669
115,AOLE Release 15,10321,AOLE,1732,10436,30578
343,CTNNIA Release 3,10279,CTNNIA,5061,12060,31730
209,APAER Release 9,10259,APAER,3049,10527,31093
1089,BXOPS Release 9,10269,BXOPS,15809,11330,35498
1904,AHMOIA Release 4,10041,AHMOIA,27367,10270,39593
578,SECI Release 18,10313,SECI,8470,13074,32808
201,APAER Release 1,10259,APAER,2928,12716,14231
1488,BRIGSA Release 8,10240,BRIGSA,21466,13988,37488
68,CZNSIA Release 8,10295,CZNSIA,969,12567,30319
340,BAORS Release 20,10291,BAORS,5029,12822,31694
1209,AQINS Release 9,10316,AQINS,17476,13705,36039
1125,BBATE Release 5,10293,BBATE,16282,13619,15665
451,CMATM Release 11,10298,CMATM,6555,12944,32282
847,CAENAA Release 7,10290,CAENAA,12333,13340,34208
1919,AHMOIA Release 19,10041,AHMOIA,27587,14414,39593
617,ADURS Release 17,10286,ADURS,9030,13115,11209
349,CTNNIA Release 9,10279,CTNNIA,5133,12855,31795
795,ASHUIA Release 15,10247,ASHUIA,11584,13282,14619
652,CCZES Release 12,10285,CCZES,9513,11527,22215
1609,CFSOS Release 9,10283,CFSOS,23117,14117,38078
938,AEDEIA Release 18,10262,AEDEIA,13627,13424,11486
917,BOENXA Release 17,10302,BOENXA,13304,11080,34528
1214,AQINS Release 14,10316,AQINS,17547,13709,14394
744,AGTISA Release 4,10328,AGTISA,10825,13258,33753
1005,CGAIE Release 5,10288,CGAIE,14610,13510,35060
1166,BNITSA Release 6,10303,BNITSA,16853,13674,35850
1275,BWTZI Release 15,10274,BWTZI,18472,13776,36352
1605,CFSOS Release 5,10283,CFSOS,23071,14111,38032
1097,BXOPS Release 17,10269,BXOPS,15896,13598,35416
482,CPIFIA Release 2,10322,CPIFIA,7040,11876,32435
1577,BBII Release 17,10243,BBII,22727,14067,37831
676,CSUNI Release 16,10267,CSUNI,9826,11984,33359
323,BAORS Release 3,10291,BAORS,4751,12828,15503
1643,CAOESA Release 3,10309,CAOESA,23640,14144,38257
317,ATNTI Release 17,10251,ATNTI,4638,12803,15041
111,AOLE Release 11,10321,AOLE,1658,12605,30557
64,CZNSIA Release 4,10295,CZNSIA,890,12164,30369
2,BCOGR Release 2,10331,BCOGR,26,12503,15951
1478,CJIAEA Release 18,10310,CJIAEA,21337,13974,23725
258,CBSSIA Release 18,10325,CBSSIA,3776,12746,31202
1483,BRIGSA Release 3,10240,BRIGSA,21406,13983,37429
671,CSUNI Release 11,10267,CSUNI,9758,13173,33361
818,CCNASA Release 18,10246,CCNASA,11915,11507,34021
1853,AAANI Release 13,10021,AAANI,26665,14346,10144
1739,AABIS Release 19,10448,AABIS,25011,10040,10349
1109,AAOLE Release 9,10333,AAOLE,16100,10037,10291
967,CMHOIA Release 7,10241,CMHOIA,14046,13459,34808
1560,CPGUS Release 20,10326,CPGUS,22534,14056,24918
808,CCNASA Release 8,10246,CCNASA,11775,13317,22072
824,CVERSA Release 4,10256,CVERSA,12024,13325,26834
324,BAORS Release 4,10291,BAORS,4758,12821,31659
1555,CPGUS Release 15,10326,CPGUS,22489,14050,37711
1977,UGWS Release 17,10176,UGWS,28486,14460,39801
790,ASHUIA Release 10,10247,ASHUIA,11487,10576,33927
1519,THAR Release 19,10245,THAR,21944,12454,37586
720,BPETS Release 20,10266,BPETS,10429,13211,18891
1560,CPGUS Release 20,10326,CPGUS,22536,11862,37726
355,CTNNIA Release 15,10279,CTNNIA,5231,12853,31716
319,ATNTI Release 19,10251,ATNTI,4665,12806,31534
939,AEDEIA Release 19,10262,AEDEIA,13639,10185,34621
142,CPMOAA Release 2,10278,CPMOAA,2092,12649,25134
1849,AAANI Release 9,10021,AAANI,26613,14353,39235
360,CTNNIA Release 20,10279,CTNNIA,5315,12844,31754
1359,VCUA Release 19,10281,VCUA,19713,13851,29908
802,CCNASA Release 2,10246,CCNASA,11704,13305,34079
1735,AABIS Release 15,10448,AABIS,24956,10041,38680
1815,BHELIA Release 15,10292,BHELIA,26127,14313,39091
800,ASHUIA Release 20,10247,ASHUIA,11660,13298,33934
1086,BXOPS Release 6,10269,BXOPS,15761,13580,20674
1893,AAAPSA Release 13,10121,AAAPSA,27208,14394,39471
1351,VCUA Release 11,10281,VCUA,19595,13851,36732
705,BPETS Release 5,10266,BPETS,10223,13216,33549
758,AGTISA Release 18,10328,AGTISA,11021,10246,33799
1532,ACMBA Release 12,10332,ACMBA,22153,10113,37669
1571,BBII Release 11,10243,BBII,22666,14073,37859
1655,CAOESA Release 15,10309,CAOESA,23800,14144,38256
1644,CAOESA Release 4,10309,CAOESA,23669,14139,38239
1269,BWTZI Release 9,10274,BWTZI,18397,11323,36311
93,AEBII Release 13,10250,AEBII,1376,12597,30415
381,CNIAA Release 1,10305,CNIAA,5611,12880,31991
1628,CSDES Release 8,10329,CSDES,23395,14118,38198
207,APAER Release 7,10259,APAER,3020,12703,31013
820,CCNASA Release 20,10246,CCNASA,11958,13319,22046
1220,AQINS Release 20,10316,AQINS,17644,10545,36037
245,CBSSIA Release 5,10325,CBSSIA,3599,12756,31269
541,CPTUS Release 1,10265,CPTUS,7935,13055,25261
842,CAENAA Release 2,10290,CAENAA,12255,11415,34241
1275,BWTZI Release 15,10274,BWTZI,18473,13767,36386
1641,CAOESA Release 1,10309,CAOESA,23607,14148,38290
620,ADURS Release 20,10286,ADURS,9067,13114,33043
300,ATEBA Release 20,10249,ATEBA,4400,12799,31465
1097,BXOPS Release 17,10269,BXOPS,15900,13597,35402
1977,UGWS Release 17,10176,UGWS,28480,14461,29834
1550,CPGUS Release 10,10326,CPGUS,22420,14052,24914
979,CMHOIA Release 19,10241,CMHOIA,14234,11800,34898
454,CMATM Release 14,10298,CMATM,6611,11811,32233
1772,SOTS Release 12,10297,SOTS,25461,14272,38811
1179,BNITSA Release 19,10303,BNITSA,17048,13665,18504
1536,ACMBA Release 16,10332,ACMBA,22214,14037,37645
418,BBSWI Release 18,10282,BBSWI,6069,12905,32010
1838,BDROI Release 18,10287,BDROI,26433,14323,39138
1777,SOTS Release 17,10297,SOTS,25557,14263,38897
1034,BCRNI Release 14,10337,BCRNI,15106,13530,16003
1683,CTBAA Release 3,10300,CTBAA,24272,14196,38402
882,BPAYIA Release 2,10271,BPAYIA,12781,13396,19085
1619,CFSOS Release 19,10283,CFSOS,23258,14106,38041
1520,THAR Release 20,10245,THAR,21963,14007,37580
1239,CUTRAA Release 19,10272,CUTRAA,17921,12079,26617
266,BSTISA Release 6,10306,BSTISA,3895,12775,19900
1359,VCUA Release 19,10281,VCUA,19728,13840,36716
81,AEBII Release 1,10250,AEBII,1184,12592,30440
1520,THAR Release 20,10245,THAR,21961,14017,37581
94,AEBII Release 14,10250,AEBII,1392,12581,11381
1797,BIIZIA Release 17,10312,BIIZIA,25889,14284,17636
88,AEBII Release 8,10250,AEBII,1293,12585,30446
272,BSTISA Release 12,10306,BSTISA,3991,12779,31306
150,CPMOAA Release 10,10278,CPMOAA,2202,11892,25144
1528,ACMBA Release 8,10332,ACMBA,22099,14026,37632
738,ACURSA Release 18,10307,ACURSA,10731,13225,33646
278,BSTISA Release 18,10306,BSTISA,4064,12765,19906
1889,AAAPSA Release 9,10121,AAAPSA,27161,14395,39418
1417,AGBAS Release 17,10273,AGBAS,20517,13906,37076
472,BDESS Release 12,10314,BDESS,6889,10806,16451
961,CMHOIA Release 1,10241,CMHOIA,13956,13473,24417
153,CPMOAA Release 13,10278,CPMOAA,2255,12644,30774
1140,BBATE Release 20,10293,BBATE,16483,13628,35618
891,BPAYIA Release 11,10271,BPAYIA,12914,13386,34474
820,CCNASA Release 20,10246,CCNASA,11955,13304,22066
1173,BNITSA Release 13,10303,BNITSA,16957,13662,35838
1842,AAANI Release 2,10021,AAANI,26495,14337,10125
1113,AAOLE Release 13,10333,AAOLE,16140,10038,10311
1877,AENBI Release 17,10277,AENBI,26996,14367,39323
1203,AQINS Release 3,10316,AQINS,17378,13708,14366
943,CCSOAA Release 3,10294,CCSOAA,13695,13447,21970
1007,CGAIE Release 7,10288,CGAIE,14654,13507,35021
322,BAORS Release 2,10291,BAORS,4729,12821,31659
937,AEDEIA Release 17,10262,AEDEIA,13604,13421,34654
1541,CPGUS Release 1,10326,CPGUS,22275,14042,37735
169,CHPISA Release 9,10255,CHPISA,2465,12662,30826
963,CMHOIA Release 3,10241,CMHOIA,13993,13470,34887
594,CLPTA Release 14,10335,CLPTA,8706,13091,32906
1251,LLAR Release 11,10253,LLAR,18105,13746,36235
844,CAENAA Release 4,10290,CAENAA,12288,13353,34252
232,AAFAIA Release 12,10263,AAFAIA,3428,12738,10165
706,BPETS Release 6,10266,BPETS,10237,13217,33517
1887,AAAPSA Release 7,10121,AAAPSA,27134,10060,10487
564,SECI Release 4,10313,SECI,8286,13068,29556
598,CLPTA Release 18,10335,CLPTA,8757,13093,32958
1750,AAMMNA Release 10,10280,AAMMNA,25160,14256,38748
1950,CQSIRA Release 10,10053,CQSIRA,28081,14443,39743
1934,CMULMA Release 14,10043,CMULMA,27834,14418,39670
1035,BCRNI Release 15,10337,BCRNI,15120,13524,35123
924,AEDEIA Release 4,10262,AEDEIA,13391,13438,34662
106,AOLE Release 6,10321,AOLE,1576,12613,30573
1593,MOIS Release 13,10336,MOIS,22920,14080,37920
1269,BWTZI Release 9,10274,BWTZI,18396,13775,36301
348,CTNNIA Release 8,10279,CTNNIA,5122,12851,31703
3,BCOGR Release 3,10331,BCOGR,31,12506,30069
1101,AAOLE Release 1,10333,AAOLE,15973,13618,35566
1722,AABIS Release 2,10448,AABIS,24776,14234,38661
1844,AAANI Release 4,10021,AAANI,26529,14349,39295
1059,CVNSI Release 19,10304,CVNSI,15397,13546,26791
50,CSPAS Release 10,10276,CSPAS,680,12550,30282
1108,AAOLE Release 8,10333,AAOLE,16083,10035,35539
161,CHPISA Release 1,10255,CHPISA,2364,12675,30882
1328,CCLEA Release 8,10324,CCLEA,19266,13826,36614
526,CDIAIA Release 6,10315,CDIAIA,7677,13029,32677
1420,AGBAS Release 20,10273,AGBAS,20556,13900,11870
333,BAORS Release 13,10291,BAORS,4900,12827,31610
1859,AAANI Release 19,10021,AAANI,26748,14356,39296
987,BFNTAA Release 7,10320,BFNTAA,14329,13497,34943
1668,BPLAS Release 8,10268,BPLAS,24027,11170,38324
210,APAER Release 10,10259,APAER,3068,12719,31068
1848,AAANI Release 8,10021,AAANI,26591,14337,10124
493,CPIFIA Release 13,10322,CPIFIA,7201,12989,32426
1954,CQSIRA Release 14,10053,CQSIRA,28163,14455,39742
1963,UGWS Release 3,10176,UGWS,28281,14458,39841
1534,ACMBA Release 14,10332,ACMBA,22197,10111,10880
500,CPIFIA Release 20,10322,CPIFIA,7286,12993,32449
1278,BWTZI Release 18,10274,BWTZI,18530,13762,36328
1843,AAANI Release 3,10021,AAANI,26510,14354,10159
1206,AQINS Release 6,10316,AQINS,17440,13710,14376
1954,CQSIRA Release 14,10053,CQSIRA,28158,11923,39778
1005,CGAIE Release 5,10288,CGAIE,14618,13517,23232
1,BCOGR Release 1,10331,BCOGR,13,10740,30019
1258,LLAR Release 18,10253,LLAR,18222,13740,36229
1011,CGAIE Release 11,10288,CGAIE,14724,13502,35055
793,ASHUIA Release 13,10247,ASHUIA,11559,13295,33902
672,CSUNI Release 12,10267,CSUNI,9776,13170,33335
304,ATNTI Release 4,10251,ATNTI,4448,12808,31536
1715,CLNUS Release 15,10264,CLNUS,24707,14198,38523
379,OENS Release 19,10323,OENS,5583,12876,31875
290,ATEBA Release 10,10249,ATEBA,4253,12796,31433
1968,UGWS Release 8,10176,UGWS,28361,14472,29815
596,CLPTA Release 16,10335,CLPTA,8733,13089,32954
1920,AHMOIA Release 20,10041,AHMOIA,27595,14397,39544
1536,ACMBA Release 16,10332,ACMBA,22209,14018,37602
615,ADURS Release 15,10286,ADURS,9005,13111,33071
1049,CVNSI Release 9,10304,CVNSI,15274,13553,35243
1426,CNCYE Release 6,10252,CNCYE,20651,13927,24563
234,AAFAIA Release 14,10263,AAFAIA,3441,12734,31177
1004,CGAIE Release 4,10288,CGAIE,14596,11652,35054
2,BCOGR Release 2,10331,BCOGR,29,10743,30044
1014,CGAIE Release 14,10288,CGAIE,14762,13502,23204
1841,AAANI Release 1,10021,AAANI,26487,14337,10125
564,SECI Release 4,10313,SECI,8284,12440,32808
677,CSUNI Release 17,10267,CSUNI,9831,13169,25854
898,BPAYIA Release 18,10271,BPAYIA,13015,13380,34448
1096,BXOPS Release 16,10269,BXOPS,15886,13582,35448
727,ACURSA Release 7,10307,ACURSA,10546,13238,33659
668,CSUNI Release 8,10267,CSUNI,9709,13163,33361
1365,RGIA Release 5,10317,RGIA,19801,13872,29144
360,CTNNIA Release 20,10279,CTNNIA,5295,12853,31789
1794,BIIZIA Release 14,10312,BIIZIA,25824,10951,17615
1830,BDROI Release 10,10287,BDROI,26344,14335,39137
1490,BRIGSA Release 10,10240,BRIGSA,21489,13991,37497
916,BOENXA Release 16,10302,BOENXA,13292,13414,34511
1857,AAANI Release 17,10021,AAANI,26719,14356,10130
1612,CFSOS Release 12,10283,CFSOS,23163,14098,38015
1893,AAAPSA Release 13,10121,AAAPSA,27210,10060,39490
865,BMAUA Release 5,10258,BMAUA,12556,13375,34353
477,BDESS Release 17,10314,BDESS,6975,12974,16460
1627,CSDES Release 7,10329,CSDES,23386,14131,38181
670,CSUNI Release 10,10267,CSUNI,9744,13162,33368
1391,CFLOAA Release 11,10254,CFLOAA,20152,11619,36937
51,CSPAS Release 11,10276,CSPAS,704,11969,30235
186,BRDUAA Release 6,10244,BRDUAA,2711,12692,19574
1517,THAR Release 17,10245,THAR,21907,13998,29624
754,AGTISA Release 14,10328,AGTISA,10959,13250,33733
1047,CVNSI Release 7,10304,CVNSI,15249,13553,35206
853,CAENAA Release 13,10290,CAENAA,12407,13346,34295
1298,CPNEI Release 18,10319,CPNEI,18807,11870,36495
688,CVEGSA Release 8,10327,CVEGSA,9985,13183,33495
799,ASHUIA Release 19,10247,ASHUIA,11653,10577,33970
978,CMHOIA Release 18,10241,CMHOIA,14206,13460,24412
1371,RGIA Release 11,10317,RGIA,19894,13872,36804
1533,ACMBA Release 13,10332,ACMBA,22172,14018,37667
1694,CTBAA Release 14,10300,CTBAA,24440,14181,38498
84,AEBII Release 4,10250,AEBII,1236,10172,30436
1114,AAOLE Release 14,10333,AAOLE,16152,13606,35560
132,CTIRAA Release 12,10289,CTIRAA,1982,12621,30623
1168,BNITSA Release 8,10303,BNITSA,16891,13676,35830
1043,CVNSI Release 3,10304,CVNSI,15201,13543,26783
419,BBSWI Release 19,10282,BBSWI,6083,12911,32089
1226,CUTRAA Release 6,10272,CUTRAA,17745,13721,36124
234,AAFAIA Release 14,10263,AAFAIA,3450,12720,31125
1591,MOIS Release 11,10336,MOIS,22910,14081,28576
12,BCOGR Release 12,10331,BCOGR,155,12514,30038
1921,CMULMA Release 1,10043,CMULMA,27607,14421,39644
1551,CPGUS Release 11,10326,CPGUS,22431,14052,37745
1320,CHNAS Release 20,10261,CHNAS,19159,11655,36510
905,BOENXA Release 5,10302,BOENXA,13118,13410,34535
328,BAORS Release 8,10291,BAORS,4823,12837,15506
1847,AAANI Release 7,10021,AAANI,26581,14340,10156
1570,BBII Release 10,10243,BBII,22663,14059,37815
135,CTIRAA Release 15,10289,CTIRAA,2030,12631,30603
