CVEGSA,10327,33457
APAER,10259,31019
BCISIA,10091,15892
CVEGSA,10327,26671
THAR,10245,41516
AHMOIA,10041,12195
AOATAA,10462,13554
AABIS,10448,38684
KANS,10270,37230
BPETS,10266,40710
BBSWI,10282,40405
BRSSIA,10051,19631
MARI,10389,28247
BPETS,10266,33560
BSARS,10456,19812
CHIS,10128,20810
APOEI,10205,14074
MHTS,10098,28319
BISN,10096,17752
AAOLE,10333,35517
ABEHI,10493,10626
BWIAI,10343,20615
BNTASA,10383,18630
AEBII,10250,30426
CVERSA,10256,34106
CSBASA,10119,26233
CRROI,10197,25591
LOTM,10415,28101
JOBS,10139,27900
BPENS,10348,19355
AUSIS,10471,15221
CIGS,10479,21035
TACA,10468,29749
CDSASA,10080,22679
ATCASA,10341,15197
CFSOS,10283,38062
SECI,10313,32816
CVLLA,10073,26725
CMULMA,10043,39640
CPGUS,10326,37716
CMHOIA,10241,34826
CKANS,10450,23884
AEDEIA,10262,11519
AGERAA,10124,12105
BBATE,10293,41137
BCIGAA,10198,15766
AGAUIA,10449,12032
APNDA,10055,13838
CTIRAA,10289,30646
BDESS,10314,32397
BCOPS,10048,16186
BGONM,10112,17097
RORI,10201,29236
CRAPT,10183,25422
CLPTA,10335,32977
BSGGMA,10410,19876
CTBAA,10300,26374
AHMOIA,10041,39549
CYNGI,10011,27182
CTIRAA,10289,30658
CEIUS,10382,22767
BPAGMA,10161,18926
CSSTA,10123,25968
TMAE,10094,29599
CTHLSA,10219,26535
CMATM,10298,32203
BRDI,10177,17564
BPANIA,10342,19223
BTURA,10141,20270
ATNTI,10251,31539
CDIAIA,10315,40524
AAMMNA,10280,38740
MOIS,10336,37908
CCSOAA,10294,34780
BBSWI,10282,32093
CAENAA,10290,34278
AFOCIA,10095,11640
BIIZIA,10312,38930
BHELIA,10292,39042
CPGUS,10326,37760
CJIAEA,10310,37328
ANTII,10363,13376
CPNEI,10319,41292
BPETS,10266,40708
AAOLE,10333,35584
JOSI,10347,27943
SECI,10313,32855
BZNKIA,10330,20731
AMXIAA,10467,12930
BMAUA,10258,18093
SOTS,10297,29378
BDADAA,10375,16501
CDSISA,10212,22447
AAANI,10021,39245
APOEI,10205,14051
AAOLE,10333,35585
AOLE,10321,30502
CPGUS,10326,37726
CTIRAA,10289,30662
CSPAS,10276,30250
AZUDIA,10014,15343
ACPBI,10350,10814
BNITS,10443,18469
CPTOS,10349,25316
BONGEA,10099,18783
BMAUA,10258,34363
BSULR,10228,19767
CCENMA,10346,22313
CRUSR,10238,25626
ABYRAA,10318,32564
CLROM,10442,23939
BRDUAA,10244,30901
CSGIAA,10092,26194
BGONM,10112,17104
CPIFIA,10322,40499
BGOVI,10414,17064
BCOGR,10331,30036
MNTS,10478,28497
CLLIM,10372,24037
NEGS,10175,28695
BENOXA,10473,16710
ROBS,10441,29114
KANS,10270,37232
ATKEAA,10050,15108
BBSWI,10282,32024
ASARS,10090,14797
ABEHI,10493,10621
BMCHI,10460,18186
BFNTAA,10320,40987
CAOESA,10309,38217
CSDES,10329,38198
AMCKM,10355,13029
AHYA,10235,13963
CVTZI,10390,26919
CRROI,10197,25598
CYNGI,10011,27193
AAANI,10021,39252
ARPIA,10114,14402
CSGIAA,10092,26182
NVES,10129,28737
CPNEI,10319,36483
CAICA,10353,21044
ATES,10077,15390
THAR,10245,37513
SOTS,10297,38858
BLCASA,10007,17933
ARPIA,10114,14409
CINISA,10085,23455
ACOSI,10116,11027
BBSWI,10282,32010
DYEI,10087,27477
CCDAS,10086,22191
BCRNI,10337,41029
CRARI,10076,25457
APJES,10127,13762
CDIR,10218,24839
CCLEA,10324,36639
OENS,10323,28899
BDATE,10024,16336
CMLLIA,10163,24476
CIULM,10257,23604
BTCOR,10062,20090
NVES,10129,28745
CAICA,10353,21072
ABYRAA,10318,32549
BSTISA,10306,31333
CIDUS,10137,23532
AAMMNA,10280,10277
OSTS,10425,28760
OANI,10418,28864
PERS,10381,29057
AABIS,10448,38692
CPTUS,10265,32791
ASMBI,10037,14589
CUTRAA,10272,36165
BIBEAA,10160,17683
BPLAS,10268,19391
CPIFIA,10322,32438
CCORIA,10162,22145
CSGIAA,10092,26161
DTRS,10398,27374
ADHIE,10498,11339
AAANI,10021,39220
OENS,10323,31841
ASRVL,10369,14703
AEBII,10250,40090
CDSASA,10080,22666
BRTAA,10393,19689
BPAYSA,10190,19305
CBSSIA,10325,31269
BDHIEA,10184,16619
SECI,10313,32884
ADURS,10286,40600
CKANS,10450,23919
AASSS,10334,10238
CMTEEA,10151,24555
LITA,10149,28163
RGIA,10317,36826
BVGESA,10447,20432
BDIDA,10173,16546
TERI,10126,29658
CCNASA,10246,34012
CPNEI,10319,36462
KEBI,10404,28062
CTIRAA,10289,30643
AACIMA,10299,33134
VCUA,10281,36790
LITA,10149,28191
BPAYSA,10190,19308
ATSASA,10097,14883
CHLIA,10104,23310
BSTISA,10306,40270
BBATE,10293,15643
BPLAS,10268,38316
BSAS,10131,20328
CMXIA,10200,24306
CPIFIA,10322,25027
BCBUIA,10100,16135
CPIFIA,10322,32479
ACUMS,10391,10878
CPMOAA,10278,25150
BDIDA,10173,16541
APNDA,10055,13833
KANS,10270,28016
BLUPS,10427,18049
CBNEI,10446,21538
BCOGR,10331,40013
BMAUA,10258,18085
AEBII,10250,30427
CSENX,10248,35356
AAAPSA,10121,39462
CQICSA,10166,25338
CSENX,10248,35328
BGROSA,10474,17034
BPAYIA,10271,19110
BDADAA,10375,16480
JOBS,10139,27904
CVNSI,10304,35214
CPTUS,10265,25259
ASCHI,10158,14872
CDRAI,10111,22410
ATEBA,10249,31476
WMMI,10038,29935
LLAR,10253,36248
BMTES,10106,18381
AMLOSA,10344,12988
BMAUA,10258,40863
MHOI,10058,28420
BDESS,10314,32313
BDESS,10314,32383
BBII,10243,37876
CMHOIA,10241,34878
PERS,10381,29044
CNIAA,10305,31963
OENS,10323,31849
JOSI,10347,27931
DESS,10377,27407
AEBII,10250,30441
SECI,10313,32895
CPGUS,10326,37712
CCSOAA,10294,21971
AABIS,10448,38640
CPTOS,10349,25296
KEBI,10404,28046
CAENAA,10290,34220
CBSSIA,10325,21720
AAFAIA,10263,31137
CIDUS,10137,23533
ACPBI,10350,10815
APULSA,10020,13846
AMLLHA,10491,13215
BOENXA,10302,18661
CVNSI,10304,26766
AENBI,10277,39384
BPLAS,10268,41665
CSENX,10248,35340
CDIAIA,10315,22529
CCENMA,10346,22316
UGWS,10176,39812
BMAUA,10258,34322
HLVM,10009,27798
CHPISA,10255,30800
CVTZI,10390,26894
APTEI,10084,14180
CRARS,10156,25540
GNWI,10036,27647
AARGEA,10409,10408
BFNTAA,10320,34929
CPMOAA,10278,30775
CWTRSA,10147,27024
AADVIA,10482,10465
FICA,10031,27486
CGAIE,10288,35039
CMHOIA,10241,34814
CQSIRA,10053,39715
MAII,10499,28201
CDANEA,10438,22706
BMRRI,10060,18428
AGBAS,10273,37063
OUNS,10308,32129
AANES,10396,10021
MHOI,10058,28404
CDLIIA,10192,22323
ATQUAA,10081,15146
AAANI,10021,39208
AOOSM,10032,13641
AMLISA,10296,30112
NVES,10129,28724
ABYRAA,10318,32577
AAMMNA,10280,38700
AGBAS,10273,41400
AEBII,10250,30404
CRAPT,10183,25430
AUSIS,10471,15207
CAENAA,10290,34244
BIIZIA,10312,38910
BMAUA,10258,18108
AAMMNA,10280,10265
CLTRSA,10459,24110
CSBASA,10119,26222
BTRCAA,10101,20174
ASARS,10090,14785
AUSIS,10471,15205
AGTISA,10328,33727
BPETS,10266,33539
CFLOAA,10254,22942
CFLOAA,10254,36960
CBSSIA,10325,31263
AQINS,10316,14396
CJIAEA,10310,23747
ALHOIA,10025,12689
CTBAA,10300,26372
CCDAS,10086,22179
CFLOAA,10254,36985
CGAIE,10288,23223
VLLR,10359,29860
CPIFIA,10322,25010
AENBI,10277,41876
BCTRAA,10367,16301
KBEA,10105,27975
BPAYIA,10271,34417
BOENXA,10302,34567
CMULMA,10043,39622
CNIAA,10305,31905
APOEI,10205,14073
OENS,10323,31853
CAORI,10089,21212
CPGUS,10326,37793
OENS,10323,28888
CNCYE,10252,37166
CAYNSA,10452,21244
CCZES,10285,22237
CPMOAA,10278,30766
ADEMNA,10118,11120
SECI,10313,40579
CMNDO,10445,24169
CTBAA,10300,26369
CTIRAA,10289,30600
CKHOAA,10224,23812
BHELIA,10292,41802
AERRO,10182,11542
PERS,10381,29042
CGAIE,10288,23234
AOLE,10321,40108
AABIS,10448,10350
AAMMNA,10280,38753
BIBEAA,10160,17715
BBSWI,10282,15747
CMANXA,10046,24321
BMAUA,10258,34354
AMKHI,10223,12885
ZUDI,10208,29974
BDATE,10024,16346
BMAUA,10258,18113
CBCAA,10209,21717
CKANS,10450,23909
AFRBIA,10301,35748
CGAMY,10204,23009
CAENAA,10290,34274
ASHUIA,10247,14629
CNOLEA,10088,24728
CTMLS,10433,26420
CPIFIA,10322,32484
BCTRAA,10367,16292
AGBAS,10273,11879
AEBII,10250,30420
BCOGR,10331,30096
BTRCAA,10101,20162
AAMMNA,10280,38764
CLPTA,10335,23991
CFSOS,10283,22880
BIIZIA,10312,17623
CVELX,10185,26698
CLNUS,10264,41707
CVERSA,10256,26817
CHPISA,10255,23363
AQINS,10316,36095
CTIPSA,10371,26337
CVLLA,10073,26724
CKANS,10450,23905
ABBII,10358,10748
ALLI,10399,11461
AGPESA,10380,11825
ACURSA,10307,33648
MHOI,10058,28418
ATCASA,10341,15195
AKEBI,10220,12476
AGTISA,10328,40747
BPAYIA,10271,19093
AMLLHA,10491,13231
AACIMA,10299,33156
ASTIAA,10417,14526
AABIS,10448,38618
ACOSI,10116,11033
CQSIRA,10053,39706
ASILAA,10113,14833
AFOCIA,10095,11649
AGTISA,10328,11971
AAOLE,10333,35523
HTWI,10191,27727
OSTS,10425,28775
SOTS,10297,38835
AAMMNA,10280,41751
AGBAS,10273,11867
CVNSI,10304,41053
CMATM,10298,32289
AAAPSA,10121,39493
BRIGSA,10240,37409
CAENAA,10290,34287
BVNGS,10068,20543
NISS,10242,28677
LLAR,10253,36259
AENBI,10277,11417
TACA,10468,29738
BOMES,10001,18868
BGIRSA,10035,17196
CFSOS,10283,22889
DYEI,10087,27444
BMTZIA,10044,18215
CPGUS,10326,41548
ASHUIA,10247,14608
BIBEAA,10160,17696
CCZES,10285,33252
AEDEIA,10262,34622
CRARI,10076,25444
BMAUA,10258,34346
CSETS,10171,26103
BBATE,10293,35625
CPTUS,10265,32719
CIIGSA,10420,23580
ROBS,10441,29102
CSUNI,10267,33354
AENBI,10277,11422
CHPISA,10255,23371
CMULMA,10043,39685
JOSI,10347,27949
BCOGR,10331,30091
CFLOAA,10254,36944
AMLISA,10296,40023
CBSSIA,10325,31237
CXPES,10469,27100
CLPTA,10335,40596
BTCOR,10062,20105
CDIAIA,10315,22532
BDHIEA,10184,16601
THAR,10245,41511
AAOLE,10333,10314
AGERAA,10124,12114
CVLPS,10013,26974
AHMOIA,10041,12167
AAFISA,10188,10104
HTWI,10191,27722
BOMES,10001,18854
BSTISA,10306,31339
ABHEI,10153,10778
CFLOAA,10254,36975
CMANXA,10046,24350
KBEA,10105,27972
CPLANA,10195,25173
BPAYIA,10271,34473
BPLLSA,10028,19135
BCISIA,10091,15883
CCLEA,10324,36631
ANNUS,10464,13318
OENS,10323,40366
AAMMNA,10280,38711
HLVM,10009,27775
CCFFRA,10232,21855
BADAI,10057,15455
ASILAA,10113,14818
AQINS,10316,36065
BCOGR,10331,30082
KEBI,10404,28059
AOLE,10321,30552
AMLISA,10296,30133
ADURS,10286,33042
VCUA,10281,41342
BWIAI,10343,20634
CDINRA,10475,22630
BDOTAA,10146,16575
AHMOIA,10041,12171
AACIMA,10299,40626
BMAUA,10258,18083
CTHLSA,10219,26543
CTIRAA,10289,40123
AENBI,10277,39345
CTIRAA,10289,26466
CHIS,10128,20836
ABYRAA,10318,32542
ADEMNA,10118,11123
THAR,10245,37538
BRIGSA,10240,37486
ATCASA,10341,15168
CCWFIA,10018,22110
BTLES,10461,19969
CLPTA,10335,23966
PTIX,10006,28960
CGAIE,10288,35089
BNTHI,10431,18589
AMKHI,10223,12880
CINISA,10085,23462
AGBAS,10273,11840
CVEGSA,10327,33431
BMCHI,10460,18182
BWIAI,10343,20631
AGTISA,10328,33785
AACIMA,10299,33106
ASRVL,10369,14680
AAAPSA,10121,39495
GEAA,10226,27568
ALYNX,10138,12781
BISN,10096,17748
AARES,10480,10529
CVNSI,10304,26792
CCSOAA,10294,34725
BRTAA,10393,19711
BDIDA,10173,16539
ANTII,10363,13371
BJULS,10152,17818
OSTS,10425,28774
BNHOI,10451,18531
BSARS,10456,19820
CSENX,10248,35383
VCUA,10281,36709
CPIFIA,10322,32460
ROBS,10441,29083
BMAUA,10258,34321
BNTASA,10383,18602
AANES,10396,10039
THAR,10245,37529
CTBAA,10300,38434
CCORIA,10162,22144
ABOCIA,10423,10686
AACIMA,10299,33119
CIULM,10257,41998
CBSSIA,10325,21742
THAR,10245,37526
BPLLSA,10028,19126
BEEGS,10407,16731
LOTM,10415,28102
BBATE,10293,35633
CGAIE,10288,41000
AAFAIA,10263,31152
BQESR,10237,19484
BBSWI,10282,40403
CCZES,10285,22235
OUNS,10308,40435
SECI,10313,32882
BDHIEA,10184,16620
CMATM,10298,40455
CNOLEA,10088,24727
ACORIA,10458,11073
BOFEA,10117,18706
CVRAS,10231,26955
AMELSA,10017,13268
BCOGR,10331,15941
CPNEI,10319,41285
BADAI,10057,15465
CKNSIA,10155,23854
CDIAIA,10315,32669
MOIS,10336,28570
AAANI,10021,39256
CPMOAA,10278,30702
AANES,10396,10023
ACURSA,10307,33615
BWTZI,10274,20577
CPIFIA,10322,40497
CHNPNA,10374,23338
CDSISA,10212,22456
CRROI,10197,25563
AMELSA,10017,13275
CMANXA,10046,24332
BORIIA,10079,18818
GOUS,10016,27698
CDRAI,10111,22419
CPGUS,10326,37731
BJULS,10152,17813
AENBI,10277,39327
CGSESA,10186,23184
AAMMNA,10280,10267
MHTS,10098,28281
CLNUS,10264,24066
CDIAIA,10315,40529
MIRA,10189,28352
CVNSI,10304,41055
BRDUAA,10244,30927
CPGUS,10326,37786
BADAI,10057,15471
ANTII,10363,13369
CCZES,10285,33281
BPOLIA,10022,19251
HLVM,10009,27789
CGAIE,10288,35007
BCINS,10019,15818
ANASA,10165,13352
ABYRAA,10318,40505
BMIRS,10484,18301
BBII,10243,37890
CFSOS,10283,38058
AHMOIA,10041,41913
CAENAA,10290,34297
BGONM,10112,17095
CNCYE,10252,37135
SOTS,10297,29360
BIIZIA,10312,41788
AHMOIA,10041,41912
BAORS,10291,31661
ACURSA,10307,33690
BCOPS,10048,16176
CGAIE,10288,23236
CCZES,10285,22239
CCSOAA,10294,34743
OENS,10323,28885
AOLE,10321,30506
AMKHI,10223,12883
ADCTSA,10490,11272
AAANI,10021,10140
OENS,10323,31815
BSTISA,10306,31329
CZONS,10260,27260
ALAGIA,10217,12571
BMRRI,10060,18412
HLVM,10009,27762
AAOLE,10333,35524
CLPTA,10335,32955
CDARI,10284,22518
BNITSA,10303,35898
LLAR,10253,36295
ATLESA,10453,14954
CMNNEA,10047,24374
ABHEI,10153,10784
AAFAIA,10263,40239
BCRNI,10337,16026
CDELS,10437,22389
AHMOIA,10041,39557
BBEIA,10061,15712
CSTTA,10148,26248
BVEGS,10180,20373
CSRASA,10063,26312
CCZES,10285,33228
CQSIRA,10053,25368
APJES,10127,13775
ASILAA,10113,14805
CFCOIA,10419,22840
CIULM,10257,23632
CMNNEA,10047,24388
ATKEAA,10050,15101
CUTRAA,10272,36195
ACMBA,10332,37645
CLLIM,10372,24003
AACIMA,10299,33163
ATEBA,10249,40299
BXOPS,10269,35472
UGWS,10176,39867
CSETS,10171,26100
CYRIS,10416,27151
UGWS,10176,41968
CSPAS,10276,25726
AIULM,10181,12271
CTIPSA,10371,26326
BJONA,10424,17775
BRIGSA,10240,19724
ABYRAA,10318,32580
HTWI,10191,27748
CSDES,10329,25786
CSENX,10248,35359
CATESA,10481,21364
RGIA,10317,29151
BHELIA,10292,17545
MAII,10499,28223
CABRE,10412,20774
CTHLSA,10219,26544
OUNS,10308,32146
BMAUA,10258,18094
CLPTA,10335,32965
KANS,10270,37299
AOLE,10321,40105
BCRNI,10337,41033
BPETS,10266,18908
BFNTAA,10320,34987
AFRBIA,10301,35722
BIDIAA,10187,17647
BRANS,10169,19676
BBATE,10293,15650
CAANIA,10229,20925
ADURS,10286,33088
CIDUS,10137,23541
CCSOAA,10294,21977
AAFISA,10188,10094
RGIA,10317,36853
BCRNIA,10134,16064
BDROI,10287,39169
CAENAA,10290,34273
CVIROA,10154,26865
BOENXA,10302,34524
ATEBA,10249,31411
CBSSIA,10325,31248
BOENXA,10302,34520
BCRNIA,10134,16076
ASCHI,10158,14848
BAORS,10291,15503
CGSESA,10186,23198
ROBS,10441,29116
BVLLA,10066,20464
CMHOIA,10241,34812
CJNSI,10357,23715
CPTUS,10265,32769
CBADA,10497,21435
AMLLI,10157,13170
BJULS,10152,17814
CPNEI,10319,36487
VCUA,10281,36747
BBSWI,10282,15741
CBNEI,10446,21545
CCLEA,10324,36650
CRAPT,10183,25435
BGEESA,10107,17283
THAR,10245,37546
BBADA,10496,15639
CJNES,10136,23795
CGIES,10052,23064
APTHN,10338,14019
CSUNI,10267,33323
BCOGR,10331,30016
ATEBA,10249,31492
BMONIA,10403,18330
BDROI,10287,41838
CMHOIA,10241,34835
ANTII,10363,13394
BONGEA,10099,18799
CLPTA,10335,32974
CSDES,10329,38148
ROAI,10405,29173
CUUIA,10012,26597
BZNKIA,10330,20721
CHPISA,10255,30879
CYNGI,10011,27183
APULSA,10020,13863
BPAYIA,10271,34462
AJGOI,10115,12399
AFRBIA,10301,41141
CGAMY,10204,23026
CSUNI,10267,25846
BCOPS,10048,16185
CRARS,10156,25550
CIDUS,10137,23528
ASHUIA,10247,33951
CDUCI,10067,22740
ACIQS,10444,10952
CPNEI,10319,36444
ROAI,10405,29194
BMAUA,10258,18090
BSAS,10131,20343
CQSIRA,10053,25361
ACMBA,10332,41525
TACA,10468,29752
BMTZIA,10044,18206
CTMLS,10433,26435
CVIROA,10154,26877
NEGS,10175,28694
BCVEAA,10368,16096
KBEA,10105,27995
CATESA,10481,21378
CJIAEA,10310,23732
APAER,10259,31057
BCRNI,10337,35194
AAFAIA,10263,31111
AHMOIA,10041,39575
CIIGSA,10420,23585
BDESS,10314,32301
AIATIA,10075,12323
CDIAIA,10315,32606
BMONIA,10403,18323
CFLOAA,10254,36974
CFLOAA,10254,36905
BJONA,10424,17773
CPONSA,10167,25095
CMATM,10298,32207
BADAI,10057,15463
KANS,10270,41451
BGICS,10483,17138
CLPTA,10335,40595
ABICA,10202,10640
APJES,10127,13780
CCNASA,10246,34030
CMHOIA,10241,24420
ACMBA,10332,37601
AAFISA,10188,10088
BPLLSA,10028,19147
CGSESA,10186,23170
BTRCAA,10101,20163
BWIAI,10343,20625
BCBUIA,10100,16150
ASHUIA,10247,33942
SOTS,10297,38843
SFOI,10428,29306
CRARS,10156,25556
CSSTA,10123,25979
KANS,10270,41440
CUUIA,10012,26573
CPMOAA,10278,25133
DESS,10377,27428
BPENS,10348,19346
PTIX,10006,28972
BNHOI,10451,18552
AAAPSA,10121,39402
CCDAS,10086,22174
BSTISA,10306,31378
CBSSIA,10325,31282
CTNNIA,10279,31791
CLROM,10442,23927
AEDEIA,10262,11509
CMAGS,10454,24208
CSDES,10329,38134
CCNASA,10246,34028
CTNNIA,10279,31780
CSMUSA,10233,26001
CSENX,10248,41061
SFOI,10428,29295
BAISA,10140,15557
CMNASA,10108,24265
ALLI,10399,11464
CRAPT,10183,25417
BAORS,10291,31692
BSTISA,10306,31334
ABBII,10358,10730
KANS,10270,28001
UGWS,10176,39899
BMDWIA,10426,18269
BDADAA,10375,16517
BPLLSA,10028,19134
AMRIE,10401,12874
CSBASA,10119,26207
BBII,10243,41572
CCZES,10285,40646
BBSWI,10282,40400
AAFAIA,10263,40226
CQICSA,10166,25329
CVERSA,10256,26814
BCINS,10019,15802
BMAUA,10258,18082
BRIGSA,10240,37455
BPANIA,10342,19216
BGNHI,10159,17206
MIES,10045,28551
CDINRA,10475,22613
AFMEM,10172,11572
ACMBA,10332,37659
CSPOAA,10275,33899
BENOXA,10473,16702
BPETS,10266,40701
AOLE,10321,30551
BDESS,10314,32365
ATNTI,10251,40312
BWTZI,10274,36335
BVANM,10015,20517
BOMES,10001,18864
AIULM,10181,12278
CVEGSA,10327,33471
CSENX,10248,25900
AUSIS,10471,15213
FICA,10031,27497
RGIA,10317,29159
ADEMNA,10118,11131
UGWS,10176,39806
BMAUA,10258,40879
SINO,10071,29462
BPETS,10266,18916
APINS,10352,14269
BNITSA,10303,18499
CDIR,10218,24820
NISS,10242,28653
CCZES,10285,33230
ACISS,10373,10966
BHRMIA,10230,17370
FNQI,10170,27547
BWTZI,10274,36376
COOGRA,10364,24765
HHRS,10440,27821
ADURS,10286,33089
BKFFIA,10078,17876
BPEGA,10059,19004
BTURA,10141,20272
BCRNI,10337,16036
BMTES,10106,18382
CPIFIA,10322,25024
BJONA,10424,17777
ATNTI,10251,31562
AAMMNA,10280,38704
BRANS,10169,19671
BPEGA,10059,19028
ATNTI,10251,15050
CBCAA,10209,21701
MOIS,10336,28586
CPRUA,10193,25208
BRDUAA,10244,19588
BTMISA,10225,20233
CUTRAA,10272,26616
AGBAS,10273,37072
CAORI,10089,21236
BCESI,10376,15847
BIIZIA,10312,38966
BBII,10243,37821
BBII,10243,37839
BRTAA,10393,19713
CGIES,10052,23059
CCLEA,10324,36676
JOSI,10347,27952
CCSOAA,10294,34787
CPTUS,10265,32744
BIDIAA,10187,17663
CQSIRA,10053,39734
BFNTAA,10320,40989
BVANM,10015,20515
BOFEA,10117,18708
CGAMY,10204,23013
AMKHI,10223,12888
SDIS,10413,29502
BPETS,10266,33554
CBEAI,10010,21631
AMELSA,10017,13255
CPMOAA,10278,25157
HLVM,10009,27776
AQINS,10316,14385
RGIA,10317,36851
CUUIA,10012,26577
BCTRAA,10367,16319
OANI,10418,28850
BPLAS,10268,41660
CBNIIA,10042,21646
CORDIA,10488,24873
MNTS,10478,28484
AEBII,10250,30483
CNCYE,10252,24585
AHMOIA,10041,39529
THAR,10245,37510
ABBII,10358,10722
SINO,10071,29446
AOOSM,10032,13661
AENBI,10277,11400
ASARS,10090,14773
CSSOS,10178,26136
ATEBA,10249,40293
AACIMA,10299,33137
AEDEIA,10262,34644
AEBII,10250,30461
BTURA,10141,20269
CJIAEA,10310,23733
CCHUIA,10040,21958
CADIM,10000,21138
BGEESA,10107,17296
APAER,10259,31062
CFSOS,10283,38003
BLUDAA,10378,17975
BCESI,10376,15845
BHMI,10142,15433
BAORS,10291,40336
CVLPS,10013,26980
BVGESA,10447,20413
BRIGSA,10240,19728
BONGEA,10099,18795
CSRASA,10063,26319
BPLLSA,10028,19151
BCOGR,10331,30071
CSLIEA,10030,25719
CNOLEA,10088,24735
AAFISA,10188,10082
SOTS,10297,38827
GEAA,10226,27565
CCENS,10463,21901
BBII,10243,20304
