22805,10301,AFRBIA,13653,35776
7965,10305,CNIAA,12896,31995
57117,10290,CAENAA,13344,34258
26386,10261,CHNAS,13815,36577
56229,10246,CCNASA,11509,34064
16106,10246,CCNASA,13309,34058
4729,10263,AAFAIA,12733,31106
59107,10294,CCSOAA,13439,34728
70343,10245,THAR,14000,37526
42135,10321,AOLE,12619,13506
6528,10291,BAORS,12832,31667
4786,10263,AAFAIA,12728,31112
54245,10266,BPETS,13208,33596
47726,10305,CNIAA,12899,31999
21414,10248,CSENX,13576,35346
44773,10263,AAFAIA,10022,31175
37527,10277,AENBI,14359,39363
9591,10314,BDESS,12967,32398
54371,10266,BPETS,13209,33534
60619,10337,BCRNI,13535,35169
50887,10265,CPTUS,13041,32709
43473,10255,CHPISA,12679,23366
56779,10256,CVERSA,13324,34155
49265,10314,BDESS,12974,32302
43133,10278,CPMOAA,11890,25132
48687,10308,OUNS,12924,32187
40916,10276,CSPAS,12551,30286
77831,10121,AAAPSA,14392,39432
74611,10448,AABIS,14222,38667
37149,10021,AAANI,14354,10146
1838,10250,AEBII,12584,30461
1295,10295,CZNSIA,12569,30363
63843,10311,AMOSSA,13684,35944
29704,10240,BRIGSA,13979,37478
49833,10322,CPIFIA,12980,32497
46456,10291,BAORS,12838,15496
64162,10316,AQINS,13702,36026
54346,10266,BPETS,13219,33523
57666,10271,BPAYIA,13393,34468
66631,10324,CCLEA,13827,36626
37500,10277,AENBI,14374,11413
23606,10311,AMOSSA,13690,13135
74304,10264,CLNUS,14217,38524
30036,10245,THAR,14009,37582
22681,10293,BBATE,13624,35600
47771,10305,CNIAA,11830,31903
1663,10250,AEBII,12594,30418
74922,10280,AAMMNA,14241,10264
72909,10309,CAOESA,14158,38292
62344,10333,AAOLE,13609,35512
62534,10293,BBATE,13619,35695
23511,10303,BNITSA,13676,18519
6450,10291,BAORS,12833,31669
60766,10337,BCRNI,13532,35167
78899,10053,CQSIRA,14451,39762
75393,10297,SOTS,14268,29368
64576,10272,CUTRAA,13719,36174
24223,10316,AQINS,13703,36082
36269,10292,BHELIA,14300,39097
73281,10268,BPLAS,14176,19387
61773,10269,BXOPS,13580,35474
75973,10312,BIIZIA,14292,38954
4566,10263,AAFAIA,12731,31132
48213,10282,BBSWI,12915,32021
12599,10299,AACIMA,10049,33154
17985,10271,BPAYIA,13386,34496
43154,10278,CPMOAA,11890,30797
74423,10448,AABIS,14226,38697
44094,10259,APAER,10525,31067
79905,10257,CIULM,14485,39970
49183,10298,CMATM,12954,32254
64003,10316,AQINS,13707,36007
43225,10255,CHPISA,12669,30864
18694,10262,AEDEIA,10189,11519
48888,10298,CMATM,12959,32226
40687,10296,AMLISA,12524,13081
51709,10335,CLPTA,13086,23996
75950,10312,BIIZIA,14280,17633
76951,10021,AAANI,14354,39262
71865,10336,MOIS,14085,37973
67993,10254,CFLOAA,13898,36924
12594,10299,AACIMA,10046,33150
65924,10319,CPNEI,13798,24970
49923,10322,CPIFIA,11877,32431
34444,10448,AABIS,14233,38651
45355,10306,BSTISA,12777,31309
41691,10250,AEBII,12580,30405
47060,10279,CTNNIA,12063,31715
56311,10246,CCNASA,13318,34026
74082,10264,CLNUS,14211,38531
42701,10289,CTIRAA,12057,26457
4728,10263,AAFAIA,12736,31193
38323,10041,AHMOIA,14412,39592
74300,10264,CLNUS,14210,24064
41431,10295,CZNSIA,12569,30340
63462,10303,BNITSA,13672,18482
59187,10294,CCSOAA,13442,21992
5940,10249,ATEBA,12797,31405
26731,10324,CCLEA,13834,36640
75972,10312,BIIZIA,10950,38990
55795,10247,ASHUIA,13291,33984
48715,10308,OUNS,12935,28839
23040,10301,AFRBIA,13640,35775
48203,10282,BBSWI,12909,32033
7402,10323,OENS,12871,31897
59799,10320,BFNTAA,13479,34955
68703,10252,CNCYE,11820,24583
49497,10314,BDESS,12978,16464
28734,10252,CNCYE,13935,37122
56231,10246,CCNASA,13303,34056
63607,10311,AMOSSA,13679,13134
54915,10328,AGTISA,13256,11971
50937,10265,CPTUS,13051,32766
59520,10241,CMHOIA,13470,34812
15787,10247,ASHUIA,13282,14632
77389,10277,AENBI,14363,39344
62726,10293,BBATE,13634,35693
25771,10319,CPNEI,13794,36476
34927,10280,AAMMNA,14256,38725
10625,10315,CDIAIA,13023,32638
27086,10281,VCUA,13840,36764
30934,10326,CPGUS,14055,37725
46454,10291,BAORS,12826,31622
71317,10243,BBII,14065,20292
77529,10277,AENBI,14369,39344
79121,10053,CQSIRA,14451,25394
50831,10265,CPTUS,13044,25252
6688,10291,BAORS,12834,31604
20460,10337,BCRNI,13524,35194
1130,10276,CSPAS,12546,30263
8002,10282,BBSWI,12916,15739
79536,10176,UGWS,14463,39827
51804,10335,CLPTA,11748,23981
56382,10246,CCNASA,11506,34071
49571,10314,BDESS,10807,32336
4403,10263,AAFAIA,12738,10196
46419,10291,BAORS,10688,31699
56624,10256,CVERSA,13322,34196
49133,10298,CMATM,12953,32241
36572,10287,BDROI,14322,39143
62422,10293,BBATE,10706,35646
13148,10285,CCZES,13144,33228
50287,10318,ABYRAA,13011,32537
49120,10298,CMATM,12949,32246
72768,10329,CSDES,14134,38151
51484,10313,SECI,13072,32896
54837,10328,AGTISA,10246,33773
58859,10294,CCSOAA,13443,34708
59790,10320,BFNTAA,13488,34902
50091,10318,ABYRAA,10073,10560
29620,10240,BRIGSA,11215,37422
68849,10270,KANS,13955,37240
54462,10307,ACURSA,13238,33665
12011,10286,ADURS,13105,33087
76457,10287,BDROI,14328,39143
42951,10278,CPMOAA,12657,30732
61434,10248,CSENX,13570,35327
39219,10176,UGWS,14465,29827
51732,10335,CLPTA,13097,23986
52680,10299,AACIMA,13136,33181
76272,10292,BHELIA,14301,39025
20085,10288,CGAIE,11654,35079
50279,10318,ABYRAA,10070,32536
62932,10301,AFRBIA,13639,11690
77387,10277,AENBI,10175,11407
77979,10121,AAAPSA,14393,39442
42797,10289,CTIRAA,12629,26452
8416,10308,OUNS,12930,32136
3785,10244,BRDUAA,11195,19591
26287,10261,CHNAS,13809,36547
65050,10253,LLAR,13741,28149
16630,10256,CVERSA,13330,34173
20550,10337,BCRNI,13522,35180
68644,10252,CNCYE,13920,37140
50717,10315,CDIAIA,13020,32616
53266,10267,CSUNI,13169,33319
18498,10262,AEDEIA,10187,11503
78909,10053,CQSIRA,14453,25391
42829,10278,CPMOAA,11890,30794
73424,10268,BPLAS,14168,38382
13486,10267,CSUNI,13161,33319
10181,10318,ABYRAA,13002,10590
66931,10281,VCUA,12488,29881
27678,10254,CFLOAA,13893,22950
67777,10254,CFLOAA,13890,36930
57388,10258,BMAUA,13375,34349
32984,10309,CAOESA,14142,21091
18739,10262,AEDEIA,13434,34683
71979,10336,MOIS,14094,37937
75344,10297,SOTS,14265,29395
58982,10294,CCSOAA,13449,34714
26527,10324,CCLEA,13838,36606
78237,10041,AHMOIA,14401,39503
24125,10316,AQINS,13700,14387
70540,10332,ACMBA,14038,37699
25090,10253,LLAR,13748,36257
21250,10248,CSENX,13561,35339
49085,10298,CMATM,11812,32249
53956,10327,CVEGSA,13181,33429
58957,10294,CCSOAA,13448,34748
27539,10317,RGIA,13876,36807
17556,10258,BMAUA,13368,34346
38045,10041,AHMOIA,14415,39581
20985,10304,CVNSI,13543,35214
77029,10021,AAANI,14350,10132
64764,10272,CUTRAA,12075,36196
65650,10319,CPNEI,11873,36456
57738,10271,BPAYIA,13388,34416
69362,10310,CJIAEA,11719,37396
42391,10321,AOLE,12606,30540
52010,10286,ADURS,13107,33066
51294,10313,SECI,12443,32841
37254,10277,AENBI,14370,39305
65882,10319,CPNEI,13794,36483
20813,10304,CVNSI,13552,26776
31917,10336,MOIS,14086,37912
48271,10282,BBSWI,12914,32080
73139,10309,CAOESA,14152,38221
49416,10314,BDESS,10805,16462
74591,10448,AABIS,10042,10320
49363,10314,BDESS,12978,32342
8441,10308,OUNS,12925,32174
34366,10264,CLNUS,14208,24068
43398,10255,CHPISA,12672,30843
45093,10325,CBSSIA,12748,31294
63248,10303,BNITSA,13668,18492
75687,10312,BIIZIA,14279,17627
29748,10240,BRIGSA,11219,37485
49006,10298,CMATM,12943,32288
32126,10283,CFSOS,14109,22884
39301,10176,UGWS,14472,39811
33612,10300,CTBAA,14191,38472
29423,10310,CJIAEA,11716,23736
64512,10272,CUTRAA,13734,36184
74829,10280,AAMMNA,10033,38729
43482,10255,CHPISA,12671,30827
71665,10336,MOIS,12320,37935
48269,10282,BBSWI,12907,32058
71482,10243,BBII,11285,37870
50784,10315,CDIAIA,13036,32682
5138,10325,CBSSIA,12741,31273
19986,10320,BFNTAA,13489,34915
1244,10295,CZNSIA,12560,30300
31194,10326,CPGUS,11862,24914
1737,10250,AEBII,12585,30443
49928,10322,CPIFIA,11875,25001
57848,10271,BPAYIA,13384,19080
15073,10328,AGTISA,13253,33798
15585,10275,CSPOAA,13279,33884
60443,10337,BCRNI,13537,35108
60081,10288,CGAIE,13512,23218
53691,10327,CVEGSA,13180,26649
43805,10244,BRDUAA,12684,19589
42879,10278,CPMOAA,12659,25154
1218,10295,CZNSIA,12571,30373
63744,10311,AMOSSA,10394,35935
13825,10327,CVEGSA,13190,33491
13646,10327,CVEGSA,13186,33404
21461,10248,CSENX,13562,25918
42855,10278,CPMOAA,12655,30732
4316,10259,APAER,12714,31099
43947,10244,BRDUAA,11199,30919
55122,10328,AGTISA,13257,11961
27211,10317,RGIA,13875,29158
46221,10251,ATNTI,12811,31542
41510,10295,CZNSIA,12160,30390
62680,10293,BBATE,13623,35639
15363,10275,CSPOAA,13271,26071
26861,10281,VCUA,13841,36708
17220,10258,BMAUA,13366,18100
21088,10304,CVNSI,13539,26763
31761,10336,MOIS,14094,37943
5624,10249,ATEBA,12784,31481
19899,10320,BFNTAA,13479,34950
16688,10256,CVERSA,13323,34110
70079,10245,THAR,14004,29619
12749,10299,AACIMA,13131,33188
42000,10250,AEBII,12595,30428
57168,10290,CAENAA,13358,34241
78285,10041,AHMOIA,14400,39510
4084,10259,APAER,10526,31002
35936,10312,BIIZIA,14282,38911
32535,10329,CSDES,14138,38174
54140,10266,BPETS,13205,18885
63463,10303,BNITSA,13678,35831
9889,10322,CPIFIA,12996,25015
24878,10253,LLAR,13750,36276
42580,10289,CTIRAA,12633,30682
63885,10311,AMOSSA,13688,35963
66803,10281,VCUA,13846,36721
56395,10246,CCNASA,13302,22073
73697,10300,CTBAA,14179,26363
59625,10320,BFNTAA,13482,34980
76831,10021,AAANI,14339,39242
15894,10247,ASHUIA,13297,14636
2287,10321,AOLE,12612,30574
77463,10277,AENBI,14367,39381
76654,10287,BDROI,14333,39126
28963,10270,KANS,12251,37231
51366,10313,SECI,13071,32887
5342,10306,BSTISA,12773,31327
11083,10265,CPTUS,13051,25248
67174,10281,VCUA,13856,36731
40962,10276,CSPAS,12559,30272
5756,10249,ATEBA,12781,14985
75280,10297,SOTS,14263,29389
43944,10244,BRDUAA,12681,30979
23214,10303,BNITSA,13665,35896
11533,10313,SECI,13060,32808
9897,10322,CPIFIA,11877,32457
74541,10448,AABIS,14233,38649
25472,10274,BWTZI,13768,36324
33811,10300,CTBAA,12048,38424
46569,10291,BAORS,12820,31619
32903,10309,CAOESA,14145,21109
8374,10282,BBSWI,12900,32065
59079,10294,CCSOAA,11498,34741
73795,10300,CTBAA,14198,38435
48619,10308,OUNS,12923,28827
4523,10263,AAFAIA,12727,10179
45014,10325,CBSSIA,12746,31234
53590,10267,CSUNI,13170,25855
39102,10053,CQSIRA,11921,39776
8625,10308,OUNS,12929,32187
29835,10240,BRIGSA,13982,37424
57369,10258,BMAUA,13363,34381
42654,10289,CTIRAA,12633,30605
36217,10292,BHELIA,14316,39049
60040,10288,CGAIE,11654,35075
64341,10316,AQINS,10545,36056
44565,10263,AAFAIA,12734,10195
45264,10306,BSTISA,12776,31396
4318,10259,APAER,12710,31092
27336,10317,RGIA,13868,29154
16295,10246,CCNASA,13315,34087
38536,10043,CMULMA,14419,39665
56391,10246,CCNASA,13306,22056
8496,10308,OUNS,12354,32161
38834,10053,CQSIRA,14439,39738
42248,10321,AOLE,12606,30553
79577,10176,UGWS,14459,29807
28787,10252,CNCYE,13919,37189
59246,10241,CMHOIA,13459,24402
40696,10296,AMLISA,10389,30169
30617,10332,ACMBA,10114,37651
54533,10307,ACURSA,13236,33602
78576,10043,CMULMA,11766,39654
54706,10307,ACURSA,13228,33641
33441,10268,BPLAS,14168,19366
19119,10294,CCSOAA,13444,34751
22055,10333,AAOLE,13614,35548
7722,10305,CNIAA,12885,31931
38906,10053,CQSIRA,14442,25389
21838,10269,BXOPS,13586,35452
11304,10313,SECI,12441,29534
60175,10288,CGAIE,13512,23239
43169,10278,CPMOAA,11893,25121
79773,10257,CIULM,14497,39965
12310,10286,ADURS,13112,33094
24954,10253,LLAR,13757,28152
63410,10303,BNITSA,13672,35871
38640,10043,CMULMA,14429,39650
40193,10331,BCOGR,12505,30029
44796,10263,AAFAIA,12729,31110
65794,10319,CPNEI,13786,36444
69544,10310,CJIAEA,13972,37357
8313,10282,BBSWI,12900,32029
64348,10316,AQINS,13709,36059
76267,10292,BHELIA,14302,39051
30145,10245,THAR,12452,29605
11970,10335,CLPTA,11748,23963
76681,10287,BDROI,14325,39134
89,10331,BCOGR,12517,30037
78297,10041,AHMOIA,14408,39583
56384,10246,CCNASA,11505,34077
75167,10280,AAMMNA,14248,38724
51827,10335,CLPTA,13096,23990
74911,10280,AAMMNA,14250,38788
79210,10176,UGWS,12478,29819
11116,10265,CPTUS,13040,25269
67630,10254,CFLOAA,13887,36982
78015,10041,AHMOIA,14412,12184
71562,10243,BBII,14069,20313
50735,10315,CDIAIA,11565,22542
48781,10308,OUNS,12931,32129
59914,10320,BFNTAA,13483,34988
79262,10176,UGWS,14470,39809
56978,10290,CAENAA,11416,21329
55163,10328,AGTISA,13244,33735
42826,10278,CPMOAA,12643,30793
18943,10294,CCSOAA,13440,34724
69743,10240,BRIGSA,13980,37460
55041,10328,AGTISA,13245,11975
76052,10292,BHELIA,14306,39047
73898,10300,CTBAA,14181,26361
62464,10293,BBATE,13620,15658
45573,10306,BSTISA,12770,31388
58934,10294,CCSOAA,13455,34767
65341,10274,BWTZI,13766,36326
36852,10021,AAANI,14358,10155
58450,10262,AEDEIA,13422,34601
79065,10053,CQSIRA,14453,39761
57656,10271,BPAYIA,13386,19095
65855,10319,CPNEI,13793,36467
45715,10249,ATEBA,12796,31489
51758,10335,CLPTA,13085,32949
66307,10261,CHNAS,13811,23278
29830,10240,BRIGSA,13982,37469
60143,10288,CGAIE,13512,23231
72034,10283,CFSOS,14114,38004
34855,10280,AAMMNA,14244,10268
73517,10268,BPLAS,14160,19399
15372,10275,CSPOAA,13261,33820
33044,10309,CAOESA,14149,38275
76663,10287,BDROI,14326,16421
35375,10297,SOTS,12424,38878
11059,10265,CPTUS,13054,32702
54401,10307,ACURSA,13235,33691
60618,10337,BCRNI,13528,35188
44117,10259,APAER,12707,14207
30559,10332,ACMBA,14033,37696
31125,10326,CPGUS,14043,37726
16883,10290,CAENAA,13352,34237
43272,10255,CHPISA,12668,30855
