CVERSA,34130,2.1.1
CVERSA,34114,1.2.1
CLNUS,38563,2.1.3
ABYRAA,32551,2.4.0
AAAPSA,39420,1.4.3
RGIA,36821,2.4.1
CBSSIA,31266,1.4.4
BWTZI,36352,3.1.4
BHELIA,39012,1.5.3
CSDES,38161,1.0.2
BPETS,33510,1.1.2
AAFAIA,31185,2.1.0
BSTISA,31329,1.4.5
CHNAS,36579,1.3.0
BPAYIA,34498,1.1.3
BWTZI,36377,1.4.2
CCSOAA,34768,1.2.4
CPGUS,37711,2.3.1
CAENAA,34227,1.0.5
CBSSIA,31258,1.4.1
AABIS,38649,1.1.5
CSPAS,30202,2.2.3
CCLEA,36687,1.2.2
CAENAA,34238,2.3.4
CAENAA,34258,1.3.1
CBSSIA,31203,1.3.5
CNIAA,31912,2.1.3
AAOLE,35543,3.1.3
THAR,37514,3.2.4
CTIRAA,30678,1.5.2
CPMOAA,30754,3.4.0
CPTUS,32715,1.3.1
CMHOIA,34876,1.5.2
CMULMA,39659,1.3.3
CCNASA,34066,2.3.2
BPETS,33556,3.3.1
APAER,31003,1.5.1
BBATE,35635,3.5.4
BPAYIA,34494,1.1.4
ADURS,33027,1.3.1
ASHUIA,33948,1.2.5
CAOESA,38252,2.3.2
CCSOAA,34779,1.3.1
BCOGR,30043,1.1.5
BPETS,33536,2.2.4
AACIMA,33170,1.4.4
CPNEI,36439,2.2.4
BRIGSA,37438,1.1.3
CSPAS,30281,1.0.2
BAORS,31613,1.4.0
CMATM,32213,3.3.0
KANS,37284,3.0.2
CCLEA,36658,3.3.5
BRDUAA,30916,1.0.3
AMLISA,30189,1.5.4
BNITSA,35892,2.2.3
AACIMA,33102,1.5.3
AFRBIA,35723,1.3.1
CNIAA,31950,2.5.4
CNCYE,37198,2.2.1
AGBAS,37099,1.3.0
CPNEI,36435,2.1.5
ABYRAA,32544,1.4.5
CMATM,32295,1.2.5
CDIAIA,32699,1.0.3
BPLAS,38394,1.3.5
CSENX,35327,3.0.5
AOLE,30501,1.1.5
BSTISA,31300,3.1.5
AACIMA,33141,1.0.3
CMATM,32283,1.5.0
CCLEA,36666,1.2.4
CFSOS,38020,3.5.0
AENBI,39356,3.2.0
CQSIRA,39739,3.0.1
CZNSIA,30372,1.4.0
CSDES,38154,2.1.1
AAAPSA,39493,1.2.5
AQINS,36066,1.3.2
ACURSA,33686,1.4.2
BRIGSA,37477,1.5.0
AEBII,30488,2.4.5
BSTISA,31397,1.2.2
APAER,31042,1.4.3
CIULM,39993,2.4.5
CTIRAA,30646,1.4.1
CPMOAA,30762,3.2.0
CMULMA,39605,2.2.5
RGIA,36823,1.0.3
SOTS,38874,1.5.5
CFLOAA,36953,2.3.4
BIIZIA,38931,3.2.3
CVERSA,34166,2.1.3
BBSWI,32092,1.5.2
LLAR,36220,3.1.1
CDIAIA,32643,2.5.2
ATNTI,31500,3.4.1
AAOLE,35563,1.5.2
CNIAA,31939,1.0.3
CGAIE,35061,2.3.3
CMHOIA,34894,2.4.3
BPETS,33598,2.4.3
BIIZIA,38969,1.1.4
CGAIE,35093,3.2.3
CDIAIA,32695,1.0.5
ACURSA,33638,2.5.2
BNITSA,35886,2.5.4
CVNSI,35262,2.0.3
AABIS,38643,1.5.1
AGBAS,37095,1.3.1
CSENX,35307,3.0.1
ABYRAA,32588,1.2.0
KANS,37282,2.5.2
BFNTAA,34969,2.1.0
ASHUIA,33925,1.5.0
CGAIE,35036,2.0.1
CGAIE,35005,1.1.1
CPTUS,32791,3.0.5
SOTS,38846,1.1.5
BIIZIA,38908,2.2.5
BMAUA,34360,2.4.3
AENBI,39355,1.3.0
CZNSIA,30368,1.0.5
KANS,37248,2.1.0
CCZES,33244,3.3.5
AABIS,38676,1.2.3
CBSSIA,31226,3.0.0
CPGUS,37776,2.0.1
AAMMNA,38784,1.0.5
CAOESA,38208,2.1.5
CVNSI,35280,3.1.2
CHPISA,30805,2.0.1
CPIFIA,32411,1.3.2
ABYRAA,32559,3.3.3
OENS,31827,1.3.5
AABIS,38688,1.2.0
SOTS,38850,1.4.4
BHELIA,39030,1.2.5
AAMMNA,38708,2.0.5
AGBAS,37071,1.0.4
CFLOAA,36971,1.0.4
BMAUA,34353,3.2.4
BAORS,31606,1.1.0
AAFAIA,31125,1.5.2
AOLE,30594,2.4.2
ACMBA,37656,3.3.2
AGTISA,33745,1.3.4
AABIS,38681,2.1.4
AAOLE,35518,1.5.3
CFSOS,38094,1.5.0
CCZES,33261,1.2.5
BMAUA,34369,2.1.5
CSPAS,30288,1.0.2
ACMBA,37685,3.2.1
CVEGSA,33480,2.2.4
CZNSIA,30335,2.2.5
ACURSA,33628,2.4.2
UGWS,39824,1.1.2
CLPTA,32997,2.3.3
UGWS,39890,2.1.1
CVNSI,35233,1.2.0
AGTISA,33764,1.5.0
AAANI,39274,1.1.4
AGTISA,33722,3.0.2
CTIRAA,30663,2.4.2
CNIAA,31919,1.5.3
BPAYIA,34475,1.3.0
CPTUS,32731,2.4.3
BWTZI,36318,3.2.3
UGWS,39830,3.0.3
CCLEA,36690,3.2.4
AFRBIA,35744,1.2.3
AEDEIA,34686,1.2.2
BDESS,32332,1.2.0
BBII,37830,1.1.4
BSTISA,31331,2.3.4
BPLAS,38344,1.0.1
AABIS,38603,1.5.1
CCSOAA,34793,1.0.5
BPETS,33527,1.3.0
CDIAIA,32609,2.4.5
BDESS,32364,1.4.1
CNIAA,31932,2.4.1
BPETS,33560,2.4.2
CSPOAA,33805,1.3.5
ACURSA,33626,1.4.2
CSENX,35302,1.5.4
ACMBA,37618,1.5.5
BIIZIA,38936,1.5.4
CSENX,35376,1.3.1
BCRNI,35142,1.1.4
CDIAIA,32619,2.1.3
CPTUS,32750,1.2.3
BHELIA,39013,1.2.5
AABIS,38685,3.5.4
CCLEA,36691,3.0.3
BIIZIA,38941,1.3.3
ATNTI,31524,2.2.5
BCOGR,30072,2.5.5
AQINS,36007,1.3.5
BFNTAA,34953,1.5.1
CCLEA,36676,1.0.4
BSTISA,31368,1.2.3
CPNEI,36463,1.2.2
ACURSA,33632,2.5.2
CHPISA,30896,2.3.1
BHELIA,39080,1.4.2
ABYRAA,32534,3.1.0
AENBI,39378,2.4.0
CVEGSA,33439,2.0.4
CSUNI,33393,1.0.4
CTIRAA,30669,2.0.4
BAORS,31677,1.2.1
ADURS,33047,2.0.0
CPIFIA,32469,1.1.3
UGWS,39876,1.1.3
ATNTI,31589,1.1.2
THAR,37566,1.2.0
ACURSA,33615,3.2.3
BDROI,39137,1.2.1
ADURS,33089,1.2.3
AENBI,39302,1.0.3
CFSOS,38030,3.0.2
BBSWI,32010,1.0.2
CSDES,38196,1.1.1
AOLE,30591,1.1.0
CUTRAA,36129,3.4.4
CCZES,33209,1.1.0
CMATM,32231,1.2.4
CZNSIA,30339,1.0.2
AFRBIA,35725,1.4.4
AHMOIA,39567,3.1.4
CDIAIA,32692,1.1.0
CCNASA,34057,3.4.5
BDESS,32387,3.0.3
BDROI,39182,2.4.0
CPGUS,37717,3.0.3
BRIGSA,37440,3.5.1
BNITSA,35858,2.1.2
CHNAS,36575,1.3.2
CFLOAA,36942,1.1.5
CVEGSA,33462,1.0.3
AMLISA,30129,2.4.2
CVEGSA,33495,1.1.4
AABIS,38637,1.4.2
VCUA,36738,3.1.4
CLNUS,38500,3.3.3
CPGUS,37733,1.1.2
CCSOAA,34719,1.4.1
CVEGSA,33427,2.4.4
CBSSIA,31297,2.5.2
CSPOAA,33868,3.1.0
CNIAA,31934,1.0.3
ATEBA,31455,1.0.2
CTNNIA,31775,2.3.4
AABIS,38673,3.4.5
BFNTAA,34925,2.0.3
BNITSA,35879,2.2.1
OUNS,32138,3.3.0
CVNSI,35236,1.4.0
BSTISA,31393,1.4.5
AAANI,39214,3.0.4
LLAR,36264,1.1.2
CSPOAA,33878,2.4.4
SECI,32836,3.0.1
CTIRAA,30626,1.2.0
CVERSA,34122,3.0.1
AMLISA,30167,3.1.0
CNIAA,31947,1.3.4
BPAYIA,34405,2.2.4
BBII,37835,3.1.4
CAENAA,34216,1.4.3
BCOGR,30053,1.2.4
CNIAA,31975,1.2.1
AHMOIA,39544,1.1.0
CCZES,33298,1.1.5
BPLAS,38354,2.1.3
CHPISA,30898,1.5.2
AMLISA,30162,3.0.4
CAENAA,34201,1.0.2
BCRNI,35121,1.4.5
CPMOAA,30731,1.2.5
ADURS,33029,1.1.1
BPLAS,38350,3.0.3
CCNASA,34054,1.4.0
APAER,31016,2.1.0
CSUNI,33361,1.0.3
BDESS,32300,1.3.3
BSTISA,31382,1.4.3
AAAPSA,39466,2.3.3
BPLAS,38353,3.4.1
BAORS,31651,3.1.4
AENBI,39320,1.5.5
AAMMNA,38770,3.1.0
RGIA,36826,3.1.5
CHPISA,30888,2.0.5
BOENXA,34507,1.5.2
THAR,37577,1.1.5
BCRNI,35106,1.3.2
AEDEIA,34650,2.1.1
CGAIE,35056,1.4.1
CMULMA,39697,3.2.4
BAORS,31639,1.0.3
CMULMA,39622,3.0.4
BWTZI,36335,1.2.5
CZNSIA,30383,3.0.1
CSENX,35313,1.3.1
CAOESA,38249,1.5.5
BWTZI,36359,2.0.0
LLAR,36225,1.1.4
AEBII,30437,1.4.0
AAAPSA,39461,3.1.0
CNCYE,37159,2.0.3
APAER,31001,3.2.2
AAAPSA,39474,2.2.2
AACIMA,33115,2.3.0
UGWS,39828,1.2.2
ACURSA,33688,3.1.4
KANS,37268,2.3.4
CDIAIA,32653,1.5.2
CTNNIA,31765,1.4.1
CHNAS,36552,1.1.1
CLPTA,32964,1.4.1
LLAR,36261,3.2.4
AMLISA,30132,1.4.0
ATNTI,31560,1.3.0
CLPTA,32950,1.0.3
CHNAS,36523,1.4.1
CLNUS,38572,2.4.1
CSENX,35316,3.3.4
AAAPSA,39404,3.2.2
LLAR,36209,1.4.3
CMATM,32203,3.1.2
AACIMA,33100,3.0.2
AMOSSA,35965,1.3.2
BMAUA,34387,1.5.0
AAANI,39247,2.5.1
BCRNI,35105,1.1.3
ACMBA,37693,1.4.4
ATEBA,31496,2.4.2
ABYRAA,32556,3.3.3
CSUNI,33303,1.4.3
AOLE,30501,1.1.5
CTNNIA,31720,1.5.2
CMHOIA,34878,1.0.3
BBATE,35675,1.4.3
AGBAS,37088,2.5.3
CLPTA,32932,1.4.5
BXOPS,35405,2.5.4
AOLE,30562,1.3.2
OENS,31831,1.5.2
THAR,37543,1.4.1
BBII,37856,1.1.3
CSUNI,33317,1.5.3
BRIGSA,37493,3.3.5
ASHUIA,33967,1.3.4
AMOSSA,35910,1.5.3
BPETS,33505,1.4.3
CFLOAA,36902,2.4.5
CZNSIA,30303,2.5.4
CCZES,33208,3.4.0
AGTISA,33737,2.2.2
AABIS,38635,2.3.5
CHNAS,36578,2.1.5
ASHUIA,33984,1.0.0
BBSWI,32013,2.0.2
CAENAA,34292,1.0.4
BCRNI,35168,3.0.3
CGAIE,35044,2.1.2
MOIS,37909,2.2.0
AFRBIA,35705,3.2.4
BXOPS,35469,1.5.5
CNIAA,31989,1.2.3
AGTISA,33759,3.1.0
SECI,32838,2.0.1
OUNS,32126,1.1.1
CPMOAA,30788,3.2.1
KANS,37215,1.3.0
CPGUS,37742,1.0.1
CMULMA,39671,2.0.2
CDIAIA,32615,3.0.5
AABIS,38669,1.2.0
AEBII,30404,3.2.0
AACIMA,33116,2.1.5
BRDUAA,30985,1.2.1
CZNSIA,30367,1.2.1
CUTRAA,36196,1.2.0
AABIS,38690,1.3.3
ACURSA,33615,3.2.3
CPNEI,36454,3.0.0
CPGUS,37713,2.2.0
BPETS,33508,1.1.2
AAOLE,35553,1.3.1
AENBI,39334,1.3.2
CCLEA,36604,1.3.2
CAOESA,38287,1.5.2
CPMOAA,30733,1.0.4
OENS,31871,4.1.3
CPIFIA,32461,3.0.2
BBATE,35625,2.0.0
BRIGSA,37445,1.3.5
APAER,31071,1.3.1
CUTRAA,36119,1.5.3
CAOESA,38241,2.3.0
VCUA,36719,1.5.5
BNITSA,35847,3.3.3
BOENXA,34503,3.0.1
CPGUS,37790,1.2.1
CDIAIA,32672,1.1.0
BDROI,39125,1.5.4
CTNNIA,31712,1.3.1
BXOPS,35425,1.2.4
CVNSI,35228,1.5.2
CBSSIA,31248,1.0.5
CAOESA,38219,2.3.1
AENBI,39345,1.3.5
BDESS,32323,3.0.3
BDROI,39151,2.1.4
CZNSIA,30386,2.3.5
BHELIA,39000,1.3.1
AMLISA,30157,1.1.2
AAMMNA,38709,1.5.2
CHNAS,36567,2.2.0
ACURSA,33682,3.0.1
CMULMA,39647,1.4.0
CLPTA,32943,3.0.4
BMAUA,34346,1.2.0
AOLE,30520,1.1.1
RGIA,36804,1.3.1
LLAR,36297,3.3.2
CHNAS,36549,1.3.4
OUNS,32132,1.5.3
CNCYE,37118,2.3.4
