CZNSIA-16444,493258,CZNSIA,10295,12577,27288
CPNEI-5667,709092,CPNEI,10319,13787,24976
AFRBIA-6229,543640,AFRBIA,10301,13653,11709
AGTISA-10923,809284,AGTISA,10328,13244,40741
CMULMA-215,963392,CMULMA,10043,14428,39602
CLPTA-11638,853217,CLPTA,10335,13093,23980
AGTISA-10433,808794,AGTISA,10328,13250,11994
AOLE-16485,734294,AOLE,10321,12605,13509
BSTISA-15141,598028,BSTISA,10306,12776,40264
LLAR-6272,132661,LLAR,10253,13739,41245
CSPOAA-10423,310087,CSPOAA,10275,13267,33808
CAENAA-9305,443860,CAENAA,10290,13341,21357
BMAUA-9451,174056,BMAUA,10258,13378,34395
CCSOAA-8018,476127,CCSOAA,10294,13444,34777
OUNS-14270,623610,OUNS,10308,12921,32143
RGIA-4767,689721,RGIA,10317,13867,41377
CLNUS-1346,222910,CLNUS,10264,11758,38588
CSPOAA-10403,310067,CSPOAA,10275,13268,33855
BBSWI-14349,381016,BBSWI,10282,12914,32048
CFSOS-2541,383727,CFSOS,10283,14110,22906
BMAUA-9595,174200,BMAUA,10258,13364,40870
CTBAA-925,536629,CTBAA,10300,14191,26361
AQINS-6574,684825,AQINS,10316,13703,36038
AGTISA-10599,808960,AGTISA,10328,13246,33716
CPTUS-12715,235972,CPTUS,10265,13043,32789
CGAIE-8134,417878,CGAIE,10288,13505,35061
BBSWI-14247,380914,BBSWI,10282,10716,15729
AAFAIA-15435,220943,AAFAIA,10263,12734,10164
AAMMNA-743,360532,AAMMNA,10280,10033,38793
CMULMA-422,963599,CMULMA,10043,14425,39698
BNITSA-6652,560137,BNITSA,10303,13675,35811
BIIZIA-808,638014,BIIZIA,10312,14293,38974
CCSOAA-7949,476058,CCSOAA,10294,13442,40956
AMLISA-16201,509820,AMLISA,10296,12526,13088
BFNTAA-7955,717184,BFNTAA,10320,13498,16893
BCOGR-16342,828904,BCOGR,10331,12519,15952
SOTS-1112,511701,SOTS,10297,14259,29377
BDESS-13293,664669,BDESS,10314,12966,40468
KANS-3949,272712,KANS,10270,13951,28029
CCSOAA-8066,476175,CCSOAA,10294,11499,34751
BCRNI-7398,864299,BCRNI,10337,13529,41021
MOIS-2920,856869,MOIS,10336,12322,41588
CFLOAA-3898,136746,CFLOAA,10254,13891,36982
BMAUA-10014,174619,BMAUA,10258,13363,40872
BPLAS-2075,260618,BPLAS,10268,11174,38383
CMATM-13652,525739,CMATM,10298,12947,40440
CVERSA-10064,163489,CVERSA,10256,13325,26812
AENBI-524,327963,AENBI,10277,14375,11427
CBSSIA-15410,783517,CBSSIA,10325,12756,40243
CLPTA-11572,853151,CLPTA,10335,13090,32974
LLAR-5857,132246,LLAR,10253,13745,28139
BIIZIA-726,637932,BIIZIA,10312,14297,38999
BRIGSA-3703,13702,BRIGSA,10240,13996,19752
CQSIRA-736,969327,CQSIRA,10053,11922,39739
THAR-3141,45169,THAR,10245,14005,37533
CSPAS-16270,326823,CSPAS,10276,11966,30245
BOENXA-9152,553420,BOENXA,10302,11081,34513
ASHUIA-10255,66658,ASHUIA,10247,13282,40794
AMOSSA-6785,637192,AMOSSA,10311,13697,41185
ACMBA-3668,833230,ACMBA,10332,14024,37601
AFRBIA-6138,543549,AFRBIA,10301,10213,41156
CCNASA-10432,56196,CCNASA,10246,13310,22067
AQINS-6622,684873,AQINS,10316,13704,36015
CPIFIA-12642,747068,CPIFIA,10322,12982,32492
CPNEI-5445,708870,CPNEI,10319,11870,36471
BRIGSA-3658,13657,BRIGSA,10240,13984,37417
CSDES-2430,811736,CSDES,10329,14121,38162
CTNNIA-14118,359102,CTNNIA,10279,12843,31755
THAR-3459,45487,THAR,10245,14001,29607
CBSSIA-15200,783307,CBSSIA,10325,11467,40246
KANS-3491,272254,KANS,10270,13950,28014
CGAIE-7889,417633,CGAIE,10288,13501,35025
CBSSIA-15409,783516,CBSSIA,10325,12743,31269
AEBII-16327,106592,AEBII,10250,10170,30492
AFRBIA-6304,543715,AFRBIA,10301,13653,35704
SECI-12620,651322,SECI,10313,13078,32818
CCZES-11607,395763,CCZES,10285,13155,33239
CMHOIA-8419,22292,CMHOIA,10241,13465,34820
CPTUS-12596,235853,CPTUS,10265,11905,25277
CVERSA-9743,163168,CVERSA,10256,13323,34191
ATEBA-14774,89665,ATEBA,10249,12791,14987
AGTISA-10390,808751,AGTISA,10328,13241,33721
UGWS-343,1030660,UGWS,10176,14474,29836
AAOLE-6691,839974,AAOLE,10333,10038,10293
CSDES-2310,811616,CSDES,10329,11974,38164
ASHUIA-10219,66622,ASHUIA,10247,13287,33969
CCNASA-10164,55928,CCNASA,10246,13302,22060
CSUNI-10683,257850,CSUNI,10267,13177,33364
AEBII-16100,106365,AEBII,10250,10172,11380
ADURS-11921,408113,ADURS,10286,10152,33072
BPLAS-2072,260615,BPLAS,10268,11173,41661
AAOLE-7195,840478,AAOLE,10333,13617,35522
OENS-14579,762275,OENS,10323,12868,28902
BCOGR-16603,829165,BCOGR,10331,12504,15934
CNIAA-14705,582855,CNIAA,10305,12899,40394
CCSOAA-8271,476380,CCSOAA,10294,11495,34793
UGWS-252,1030569,UGWS,10176,14468,39840
CPNEI-5774,709199,CPNEI,10319,13792,41291
CAOESA-1995,625699,CAOESA,10309,14141,21086
CCLEA-5006,767448,CCLEA,10324,13828,36629
THAR-3669,45697,THAR,10245,14014,29608
CFSOS-2279,383465,CFSOS,10283,14102,38061
CHNAS-5663,196635,CHNAS,10261,13818,41313
CSENX-7370,74492,CSENX,10248,11987,25918
CPGUS-3261,786999,CPGUS,10326,11864,37767
BBII-2355,25174,BBII,10243,14067,41571
CFSOS-2769,383955,CFSOS,10283,14099,22892
CCLEA-5172,767614,CCLEA,10324,11504,36633
APAER-15313,189944,APAER,10259,12708,40217
AEDEIA-8126,204802,AEDEIA,10262,13429,34670
AGBAS-4004,293324,AGBAS,10273,13909,11877
BAORS-14698,459327,BAORS,10291,12820,31667
CTBAA-1014,536718,CTBAA,10300,14187,38427
RGIA-4832,689786,RGIA,10317,12392,29125
ACMBA-3092,832654,ACMBA,10332,14027,10916
CMULMA-891,964068,CMULMA,10043,14422,39609
AFRBIA-6152,543563,AFRBIA,10301,10212,11717
BAORS-14962,459591,BAORS,10291,10688,31664
CVEGSA-10713,797900,CVEGSA,10327,13188,33412
BAORS-14669,459298,BAORS,10291,12836,15491
AQINS-5910,684161,AQINS,10316,10546,36032
CDIAIA-12432,677612,CDIAIA,10315,13034,32611
AENBI-385,327824,AENBI,10277,14360,39399
OUNS-14170,623510,OUNS,10308,12351,40436
ATEBA-14872,89763,ATEBA,10249,12792,31468
RGIA-4785,689739,RGIA,10317,12392,29144
LLAR-5819,132208,LLAR,10253,13747,36202
BHELIA-991,460759,BHELIA,10292,14315,41806
CTIRAA-16242,434386,CTIRAA,10289,12055,26466
CFLOAA-4232,137080,CFLOAA,10254,13887,36904
BDESS-13045,664421,BDESS,10314,12963,16460
SOTS-1356,511945,SOTS,10297,14260,29382
APAER-15380,190011,APAER,10259,12716,14220
CBSSIA-15485,783592,CBSSIA,10325,12742,21754
BNITSA-6632,560117,BNITSA,10303,13667,18497
CBSSIA-14904,783011,CBSSIA,10325,12745,40259
BDESS-13587,664963,BDESS,10314,12968,40462
CPIFIA-13160,747586,CPIFIA,10322,12983,32416
BBATE-6690,467831,BBATE,10293,13619,15669
ATEBA-14982,89873,ATEBA,10249,12781,31473
AENBI-1001,328440,AENBI,10277,10175,41863
CIULM-655,164279,CIULM,10257,14488,39985
CGAIE-8041,417785,CGAIE,10288,13502,35042
BOENXA-9140,553408,BOENXA,10302,11082,34566
AAMMNA-1255,361044,AAMMNA,10280,14246,38738
CCLEA-5205,767647,CCLEA,10324,11502,22013
CLNUS-1399,222963,CLNUS,10264,14213,38556
ATNTI-15107,122029,ATNTI,10251,12814,31546
AENBI-913,328352,AENBI,10277,14372,39353
CPMOAA-16009,344604,CPMOAA,10278,12645,25135
KANS-3909,272672,KANS,10270,13940,37200
CSPOAA-10348,310012,CSPOAA,10275,13265,33849
CAOESA-2248,625952,CAOESA,10309,11388,21117
ADURS-11825,408017,ADURS,10286,13100,33020
CAOESA-2071,625775,CAOESA,10309,14143,21088
VCUA-4586,365882,VCUA,10281,13845,36718
CFLOAA-4303,137151,CFLOAA,10254,13892,41386
CNCYE-3553,125661,CNCYE,10252,13938,24560
BBSWI-13942,380609,BBSWI,10282,12908,15732
MOIS-2680,856629,MOIS,10336,14091,37961
CGAIE-7824,417568,CGAIE,10288,11654,23239
THAR-3469,45497,THAR,10245,12454,29615
THAR-3382,45410,THAR,10245,14006,37590
CCZES-11884,396040,CCZES,10285,13144,22218
BPLAS-2490,261033,BPLAS,10268,14163,41665
BDESS-13005,664381,BDESS,10314,12968,32356
CSUNI-11093,258260,CSUNI,10267,13166,33382
AFRBIA-6756,544167,AFRBIA,10301,13651,11693
CPIFIA-12594,747020,CPIFIA,10322,12981,32453
CVNSI-7664,567958,CVNSI,10304,13550,35207
ATNTI-15062,121984,ATNTI,10251,10633,40310
CVERSA-9850,163275,CVERSA,10256,13338,34107
BIIZIA-986,638192,BIIZIA,10312,10950,38989
BPLAS-2106,260649,BPLAS,10268,14175,38358
CCNASA-10545,56309,CCNASA,10246,13303,34073
CSUNI-10968,258135,CSUNI,10267,11983,25857
CSPOAA-10098,309762,CSPOAA,10275,12006,26045
SOTS-1211,511800,SOTS,10297,12422,29362
BMAUA-9988,174593,BMAUA,10258,13373,40863
AEBII-16356,106621,AEBII,10250,12588,30478
AMLISA-16474,510093,AMLISA,10296,10387,30113
CSPAS-16845,327398,CSPAS,10276,12551,40059
AGBAS-3562,292882,AGBAS,10273,13914,11861
KANS-4195,272958,KANS,10270,13946,41458
AFRBIA-6063,543474,AFRBIA,10301,13643,35741
AMLISA-16810,510429,AMLISA,10296,12535,30141
CCNASA-10498,56262,CCNASA,10246,13318,34038
AMLISA-16300,509919,AMLISA,10296,12523,13107
CCSOAA-8516,476625,CCSOAA,10294,13450,21976
BBSWI-14170,380837,BBSWI,10282,12903,15736
CLPTA-12332,853911,CLPTA,10335,13091,40592
BHELIA-1107,460875,BHELIA,10292,10942,17542
ABYRAA-12819,703000,ABYRAA,10318,13010,32561
ASHUIA-10287,66690,ASHUIA,10247,13283,33958
AGBAS-3558,292878,AGBAS,10273,10232,37075
BAORS-14504,459133,BAORS,10291,10686,31676
APAER-15755,190386,APAER,10259,12702,31000
MOIS-2807,856756,MOIS,10336,14098,37997
CMULMA-737,963914,CMULMA,10043,14420,41920
BBII-2219,25038,BBII,10243,14074,37880
CNCYE-3656,125764,CNCYE,10252,13930,37188
BCOGR-16559,829121,BCOGR,10331,12508,30013
CJIAEA-3732,630126,CJIAEA,10310,13962,37392
AHMOIA-967,962572,AHMOIA,10041,14418,41907
BIIZIA-1098,638304,BIIZIA,10312,14288,38919
CDIAIA-12530,677710,CDIAIA,10315,13032,32614
CJIAEA-3388,629782,CJIAEA,10310,11717,37307
CSENX-6973,74095,CSENX,10248,11986,35326
CNCYE-4040,126148,CNCYE,10252,11822,37142
CZNSIA-16297,493111,CZNSIA,10295,12571,40070
BPETS-10455,246630,BPETS,10266,11111,18883
CSENX-6981,74103,CSENX,10248,11986,35332
BWTZI-6030,299638,BWTZI,10274,11322,41262
CCZES-11376,395532,CCZES,10285,13157,40652
CHNAS-5098,196070,CHNAS,10261,13815,23242
APAER-15705,190336,APAER,10259,12704,31032
BHELIA-1126,460894,BHELIA,10292,14301,39055
CTBAA-1189,536893,CTBAA,10300,14179,38497
CTIRAA-15716,433860,CTIRAA,10289,12631,30691
BHELIA-1317,461085,BHELIA,10292,10940,39069
CFSOS-2250,383436,CFSOS,10283,11613,38084
CMHOIA-8541,22414,CMHOIA,10241,13477,24435
AAOLE-6570,839853,AAOLE,10333,13605,10311
ABYRAA-12505,702686,ABYRAA,10318,10074,32547
LLAR-5752,132141,LLAR,10253,13743,36237
CGAIE-7948,417692,CGAIE,10288,13511,35035
AAMMNA-765,360554,AAMMNA,10280,14248,38741
AAOLE-7277,840560,AAOLE,10333,13602,10281
UGWS-901,1031218,UGWS,10176,14475,39873
CNIAA-14144,582294,CNIAA,10305,12889,24658
BMAUA-9616,174221,BMAUA,10258,13366,34341
ASHUIA-10054,66457,ASHUIA,10247,10578,14601
CSPAS-16353,326906,CSPAS,10276,11966,40048
CFSOS-2806,383992,CFSOS,10283,11614,38027
BHELIA-698,460466,BHELIA,10292,14314,17534
CNCYE-4038,126146,CNCYE,10252,11821,24565
RGIA-4715,689669,RGIA,10317,13860,29154
LLAR-6183,132572,LLAR,10253,13742,36274
ACURSA-10719,609093,ACURSA,10307,13236,33658
AAFAIA-15851,221359,AAFAIA,10263,12729,31188
AGTISA-10802,809163,AGTISA,10328,13246,33731
ASHUIA-10529,66932,ASHUIA,10247,13282,14609
BMAUA-9447,174052,BMAUA,10258,11011,18111
BAORS-14628,459257,BAORS,10291,12834,31661
BXOPS-7406,268482,BXOPS,10269,13591,35474
ABYRAA-12707,702888,ABYRAA,10318,13004,40509
CSUNI-10641,257808,CSUNI,10267,13164,25876
CJIAEA-3345,629739,CJIAEA,10310,11715,23747
ATNTI-15045,121967,ATNTI,10251,10634,31563
CBSSIA-15520,783627,CBSSIA,10325,12754,31275
CPGUS-2978,786716,CPGUS,10326,11863,24916
AAFAIA-15935,221443,AAFAIA,10263,12725,31168
CZNSIA-16511,493325,CZNSIA,10295,12163,30338
CZNSIA-16025,492839,CZNSIA,10295,12561,30379
BRDUAA-15615,41439,BRDUAA,10244,12693,30929
ADURS-11913,408105,ADURS,10286,13102,11221
SECI-12216,650918,SECI,10313,13061,32843
BDROI-1265,409733,BDROI,10287,14330,41824
BRDUAA-15739,41563,BRDUAA,10244,12697,40187
CFSOS-2692,383878,CFSOS,10283,14116,38006
CCLEA-5466,767908,CCLEA,10324,13838,36603
BDROI-962,409430,BDROI,10287,10804,39143
AFRBIA-6456,543867,AFRBIA,10301,13642,11695
CMULMA-633,963810,CMULMA,10043,14428,39663
BIIZIA-1200,638406,BIIZIA,10312,14288,38932
CPIFIA-12847,747273,CPIFIA,10322,12991,25013
OENS-14427,762123,OENS,10323,12874,28909
ACMBA-3477,833039,ACMBA,10332,14019,37611
AAMMNA-1443,361232,AAMMNA,10280,14240,38752
CSDES-2378,811684,CSDES,10329,14138,38178
CPMOAA-15687,344282,CPMOAA,10278,12648,25150
AMOSSA-6776,637183,AMOSSA,10311,13681,41182
AOLE-16405,734214,AOLE,10321,12603,13509
RGIA-5107,690061,RGIA,10317,13870,29132
THAR-3719,45747,THAR,10245,13999,41508
UGWS-614,1030931,UGWS,10176,14459,39810
CMATM-13918,526005,CMATM,10298,12947,24487
BXOPS-7316,268392,BXOPS,10269,11332,20648
CSPOAA-10294,309958,CSPOAA,10275,13277,33846
CPIFIA-12702,747128,CPIFIA,10322,12986,32417
UGWS-621,1030938,UGWS,10176,14477,39837
CZNSIA-16318,493132,CZNSIA,10295,12161,30316
BIIZIA-941,638147,BIIZIA,10312,14288,38971
BWTZI-5672,299280,BWTZI,10274,13770,36344
CIULM-279,163903,CIULM,10257,11700,23635
CVEGSA-11158,798345,CVEGSA,10327,13195,40681
CBSSIA-15083,783190,CBSSIA,10325,12757,21752
BDESS-13738,665114,BDESS,10314,12969,32346
BBATE-6856,467997,BBATE,10293,13631,15664
CVNSI-7064,567358,CVNSI,10304,13545,26762
CMULMA-328,963505,CMULMA,10043,14424,24123
CSENX-7539,74661,CSENX,10248,13571,35331
CSPAS-16474,327027,CSPAS,10276,12552,25726
BBSWI-14386,381053,BBSWI,10282,12908,32016
BDESS-13553,664929,BDESS,10314,12978,16451
CJIAEA-3523,629917,CJIAEA,10310,13968,41479
CSENX-7396,74518,CSENX,10248,13576,35334
CPGUS-3329,787067,CPGUS,10326,11861,41556
BFNTAA-8242,717471,BFNTAA,10320,13485,34967
BSTISA-15478,598365,BSTISA,10306,12778,40264
RGIA-4458,689412,RGIA,10317,13878,36870
LLAR-6313,132702,LLAR,10253,13743,36216
SECI-12200,650902,SECI,10313,13071,29535
CLNUS-1194,222758,CLNUS,10264,14201,38598
CSDES-2587,811893,CSDES,10329,11973,38105
CLPTA-12101,853680,CLPTA,10335,13084,32981
BDESS-13297,664673,BDESS,10314,12970,16478
CFSOS-2794,383980,CFSOS,10283,11610,38021
CLPTA-12304,853883,CLPTA,10335,11746,32980
CCZES-11695,395851,CCZES,10285,13158,22214
MOIS-2697,856646,MOIS,10336,12322,37943
ABYRAA-12997,703178,ABYRAA,10318,13007,32512
AFRBIA-6406,543817,AFRBIA,10301,13645,41155
CHNAS-5265,196237,CHNAS,10261,11656,36520
CMATM-13980,526067,CMATM,10298,12953,40451
AHMOIA-830,962435,AHMOIA,10041,14403,39528
CPIFIA-12779,747205,CPIFIA,10322,12985,40492
AGBAS-3923,293243,AGBAS,10273,10230,11875
CSPOAA-10724,310388,CSPOAA,10275,13270,33843
CPTUS-12816,236073,CPTUS,10265,13044,32733
CFLOAA-3677,136525,CFLOAA,10254,13893,36949
BWTZI-5630,299238,BWTZI,10274,13764,41275
CTNNIA-14115,359099,CTNNIA,10279,12842,26482
BRIGSA-3765,13764,BRIGSA,10240,11215,37480
CSPOAA-10850,310514,CSPOAA,10275,12006,40765
BOENXA-8913,553181,BOENXA,10302,13415,18662
ATNTI-15145,122067,ATNTI,10251,12806,40312
BRIGSA-3709,13708,BRIGSA,10240,11218,19735
CCZES-11486,395642,CCZES,10285,13147,33227
BXOPS-7467,268543,BXOPS,10269,11332,35420
CTNNIA-14271,359255,CTNNIA,10279,12063,31750
ACURSA-10187,608561,ACURSA,10307,13237,11116
BIIZIA-1279,638485,BIIZIA,10312,14295,17606
CFSOS-2864,384050,CFSOS,10283,14104,41603
VCUA-5095,366391,VCUA,10281,13842,41351
BCOGR-16410,828972,BCOGR,10331,12519,30079
CSPOAA-10362,310026,CSPOAA,10275,13269,33889
CSPOAA-10828,310492,CSPOAA,10275,12006,26063
CSUNI-11315,258482,CSUNI,10267,13168,33381
BDESS-13104,664480,BDESS,10314,12962,32346
CLPTA-12112,853691,CLPTA,10335,13088,40594
BWTZI-5984,299592,BWTZI,10274,13774,36364
CBSSIA-15600,783707,CBSSIA,10325,12749,40248
BRIGSA-3154,13153,BRIGSA,10240,13979,37461
BCRNI-7272,864173,BCRNI,10337,13519,35172
BIIZIA-800,638006,BIIZIA,10312,14292,38916
CAOESA-2544,626248,CAOESA,10309,14158,38243
MOIS-2814,856763,MOIS,10336,14089,28568
CPTUS-12621,235878,CPTUS,10265,11905,32714
AAMMNA-880,360669,AAMMNA,10280,14258,38738
BXOPS-7336,268412,BXOPS,10269,13579,35491
AMLISA-16859,510478,AMLISA,10296,12534,30182
AEBII-16394,106659,AEBII,10250,12597,30426
AEBII-16620,106885,AEBII,10250,12593,40098
BBATE-6453,467594,BBATE,10293,10707,15657
CNIAA-14268,582418,CNIAA,10305,12886,31998
AGBAS-4067,293387,AGBAS,10273,10230,37023
BOENXA-8423,552691,BOENXA,10302,11080,18643
MOIS-2267,856216,MOIS,10336,14091,37971
BWTZI-5599,299207,BWTZI,10274,13773,36347
BFNTAA-8139,717368,BFNTAA,10320,13479,34967
CPNEI-5679,709104,CPNEI,10319,13779,36487
ASHUIA-9961,66364,ASHUIA,10247,13280,33939
SECI-12662,651364,SECI,10313,12440,40564
AENBI-896,328335,AENBI,10277,14376,39387
CPGUS-3385,787123,CPGUS,10326,14048,37746
BDROI-597,409065,BDROI,10287,14319,16413
BMAUA-10025,174630,BMAUA,10258,11014,40874
CUTRAA-6199,288969,CUTRAA,10272,13728,36122
ACMBA-3154,832716,ACMBA,10332,10110,37620
BIIZIA-1444,638650,BIIZIA,10312,10954,38910
BDESS-13549,664925,BDESS,10314,12975,32357
BBATE-6191,467332,BBATE,10293,10706,41120
CIULM-522,164146,CIULM,10257,14496,39902
CTIRAA-15903,434047,CTIRAA,10289,12055,26466
AEDEIA-8765,205441,AEDEIA,10262,10188,40921
ATNTI-14613,121535,ATNTI,10251,12811,15056
VCUA-4812,366108,VCUA,10281,13853,29899
ATNTI-15066,121988,ATNTI,10251,12804,31572
OUNS-14148,623488,OUNS,10308,12933,32113
CFLOAA-3854,136702,CFLOAA,10254,11615,22933
CFSOS-2702,383888,CFSOS,10283,14107,38025
BSTISA-15169,598056,BSTISA,10306,12778,31359
CCLEA-4931,767373,CCLEA,10324,11501,36647
ATNTI-14992,121914,ATNTI,10251,12815,31520
ATEBA-14848,89739,ATEBA,10249,10624,31488
BPLAS-1806,260349,BPLAS,10268,14162,38357
ASHUIA-10111,66514,ASHUIA,10247,13281,14614
AFRBIA-6148,543559,AFRBIA,10301,10213,11701
BHELIA-1178,460946,BHELIA,10292,14318,41800
CTNNIA-14113,359097,CTNNIA,10279,12845,31757
AGTISA-10274,808635,AGTISA,10328,13255,33701
CUTRAA-6345,289115,CUTRAA,10272,13723,36154
VCUA-4981,366277,VCUA,10281,13844,36727
AENBI-698,328137,AENBI,10277,10176,11432
AOLE-16208,734017,AOLE,10321,10437,30510
BPAYIA-9175,282153,BPAYIA,10271,13395,34446
AEDEIA-8090,204766,AEDEIA,10262,13420,34658
BBSWI-14408,381075,BBSWI,10282,12915,15747
BCRNI-7833,864734,BCRNI,10337,13538,41025
ACURSA-10934,609308,ACURSA,10307,13229,40726
ASHUIA-10652,67055,ASHUIA,10247,13285,33928
BIIZIA-1450,638656,BIIZIA,10312,14284,41786
LLAR-6066,132455,LLAR,10253,13751,36201
BDROI-586,409054,BDROI,10287,14329,39128
AEBII-16482,106747,AEBII,10250,12593,11366
BOENXA-9194,553462,BOENXA,10302,13411,40914
CMHOIA-8207,22080,CMHOIA,10241,13461,34886
CTNNIA-14409,359393,CTNNIA,10279,12841,26503
CPTUS-12384,235641,CPTUS,10265,13049,32709
CAOESA-2497,626201,CAOESA,10309,14139,38247
BDESS-13277,664653,BDESS,10314,12966,16472
BPETS-10422,246597,BPETS,10266,11114,33579
SECI-12305,651007,SECI,10313,13073,40567
CVERSA-9747,163172,CVERSA,10256,12102,26819
AGTISA-10338,808699,AGTISA,10328,13241,33734
CMULMA-853,964030,CMULMA,10043,14433,39663
CPMOAA-15701,344296,CPMOAA,10278,12641,25145
CSUNI-10635,257802,CSUNI,10267,13176,33392
OUNS-13776,623116,OUNS,10308,12351,32105
BWTZI-5313,298921,BWTZI,10274,13774,41271
BMAUA-9822,174427,BMAUA,10258,13361,18117
AMOSSA-6367,636774,AMOSSA,10311,13685,35964
CPTUS-12446,235703,CPTUS,10265,11909,25257
CLNUS-1595,223159,CLNUS,10264,11755,24044
AQINS-6641,684892,AQINS,10316,13704,14368
CUTRAA-6052,288822,CUTRAA,10272,13719,36165
CCNASA-9870,55634,CCNASA,10246,11506,34092
AEDEIA-8120,204796,AEDEIA,10262,13424,34627
AMOSSA-6770,637177,AMOSSA,10311,13686,41196
CZNSIA-16502,493316,CZNSIA,10295,12575,27298
THAR-3183,45211,THAR,10245,14005,29605
MOIS-2367,856316,MOIS,10336,12321,37989
BDESS-13151,664527,BDESS,10314,12978,32332
AMLISA-16961,510580,AMLISA,10296,12536,40027
BCRNI-7147,864048,BCRNI,10337,13522,35100
BHELIA-1051,460819,BHELIA,10292,14302,39072
CPGUS-3216,786954,CPGUS,10326,14051,37711
BBSWI-13870,380537,BBSWI,10282,12900,32038
CMHOIA-8070,21943,CMHOIA,10241,13468,34866
CUTRAA-5881,288651,CUTRAA,10272,13733,26618
AGTISA-10473,808834,AGTISA,10328,13240,33777
BOENXA-8854,553122,BOENXA,10302,13413,34582
CTBAA-1687,537391,CTBAA,10300,14191,41680
AMLISA-16875,510494,AMLISA,10296,10387,13116
AMOSSA-6076,636483,AMOSSA,10311,13690,13121
AGBAS-3732,293052,AGBAS,10273,13902,11849
BRIGSA-3562,13561,BRIGSA,10240,13993,19742
CHPISA-15721,152891,CHPISA,10255,11672,30843
BMAUA-9366,173971,BMAUA,10258,13362,34388
ASHUIA-10516,66919,ASHUIA,10247,13294,33935
AHMOIA-659,962264,AHMOIA,10041,14415,39570
THAR-3481,45509,THAR,10245,12450,37571
CBSSIA-15068,783175,CBSSIA,10325,12746,31262
AMLISA-16807,510426,AMLISA,10296,10388,30146
BPAYIA-9132,282110,BPAYIA,10271,13386,34418
BPAYIA-9019,281997,BPAYIA,10271,11139,19089
SECI-12112,650814,SECI,10313,13067,29520
BOENXA-9199,553467,BOENXA,10302,13411,40910
ADURS-12272,408464,ADURS,10286,10154,40603
CPGUS-2892,786630,CPGUS,10326,14049,37731
BAORS-14535,459164,BAORS,10291,12832,15505
BRDUAA-15780,41604,BRDUAA,10244,11198,19573
SOTS-890,511479,SOTS,10297,14272,38821
RGIA-5015,689969,RGIA,10317,13865,36847
CJIAEA-3918,630312,CJIAEA,10310,11718,37368
ASHUIA-10635,67038,ASHUIA,10247,13287,33907
AEDEIA-8732,205408,AEDEIA,10262,13420,34611
AEBII-16081,106346,AEBII,10250,12592,30490
